,Unnamed:_0,Project_Name,Address,No._of_Units,Area_(sqm),Type_of_Area,Transacted_Price_($),Nett_Price($),Unit_Price_($_psm),Unit_Price_($_psf),Sale_Date,Property_Type,Tenure,Completion_Date,Type_of_Sale,Purchaser_Address_Indicator,Postal_District,Postal_Sector,Postal_Code,Planning_Region,Planning_Area,country,city,full_address,gcode,address,room_num,lat,long
69,70,THE GAZANIA,19 How Sun Drive  #03-50,1,84,Strata,1760000.0,-,20952,1947,26-SEP-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,19,53,538555,North East Region,Serangoon,Singapore,Singapore,"19 How Sun Drive  ,Singapore","How Sun Drive, Serangoon, Southeast, 368051, Singapore",19 How Sun Drive  ,03-50,1.3444818,103.8796742
70,71,JADESCAPE,16 Shunfu Road  #11-59,1,49,Strata,939000.0,-,19163,1780,26-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Singapore,Singapore,"16 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 573993, Singapore",16 Shunfu Road  ,11-59,1.3513304,103.8400318
71,72,JADESCAPE,16 Shunfu Road  #13-59,1,49,Strata,947000.0,-,19327,1795,26-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575749,Central Region,Bishan,Singapore,Singapore,"16 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 573993, Singapore",16 Shunfu Road  ,13-59,1.3513304,103.8400318
72,73,TREASURE AT TAMPINES,43 Tampines Lane  #05-143,1,115,Strata,1658000.0,-,14417,1339,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528464,East Region,Tampines,Singapore,Singapore,"43 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",43 Tampines Lane  ,05-143,1.3546528,103.9435712
73,74,TREASURE AT TAMPINES,47 Tampines Lane  #10-157,1,63,Strata,990000.0,-,15714,1460,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528462,East Region,Tampines,Singapore,Singapore,"47 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",47 Tampines Lane  ,10-157,1.3546528,103.9435712
74,75,TREASURE AT TAMPINES,49 Tampines Lane  #09-164,1,63,Strata,984000.0,-,15619,1451,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528461,East Region,Tampines,Singapore,Singapore,"49 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",49 Tampines Lane  ,09-164,1.3546528,103.9435712
75,76,TREASURE AT TAMPINES,49 Tampines Lane  #06-166,1,85,Strata,1250000.0,-,14706,1366,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528461,East Region,Tampines,Singapore,Singapore,"49 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",49 Tampines Lane  ,06-166,1.3546528,103.9435712
76,77,PARC CANBERRA,13 Canberra Walk  #07-26,1,88,Strata,1031000.0,-,11716,1088,26-SEP-2020,Executive Condominium,99 Yrs From 10/12/2018,Uncompleted,New Sale,N.A,27,75,756947,North Region,Sembawang,Singapore,Singapore,"13 Canberra Walk  ,Singapore","Canberra Walk, Sembawang, Northwest, 750105, Singapore",13 Canberra Walk  ,07-26,1.4487777,103.8318911
77,78,TREASURE AT TAMPINES,21 Tampines Lane  #09-74,1,160,Strata,2115000.0,-,13219,1228,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528475,East Region,Tampines,Singapore,Singapore,"21 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",21 Tampines Lane  ,09-74,1.3546528,103.9435712
78,79,TREASURE AT TAMPINES,23 Tampines Lane  #04-80,1,124,Strata,1772000.0,-,14290,1328,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528474,East Region,Tampines,Singapore,Singapore,"23 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",23 Tampines Lane  ,04-80,1.3546528,103.9435712
79,80,TREASURE AT TAMPINES,25 Tampines Lane  #06-86,1,63,Strata,966000.0,-,15333,1425,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528473,East Region,Tampines,Singapore,Singapore,"25 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",25 Tampines Lane  ,06-86,1.3546528,103.9435712
80,81,JADESCAPE,6 Shunfu Road  #21-23,1,71,Strata,1364900.0,-,19224,1786,26-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575744,Central Region,Bishan,Singapore,Singapore,"6 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 575629, Singapore",6 Shunfu Road  ,21-23,1.353224,103.8360152
81,82,JADESCAPE,8 Shunfu Road  #17-31,1,71,Strata,1344500.0,-,18937,1759,26-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Singapore,Singapore,"8 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 577182, Singapore",8 Shunfu Road  ,17-31,1.3513172,103.8401903
82,83,MONT BOTANIK RESIDENCE,2L Jalan Remaja  #03-07,1,72,Strata,1278000.0,-,17750,1649,26-SEP-2020,Condominium,Freehold,Uncompleted,New Sale,N.A,23,66,668729,West Region,Bukit Batok,Singapore,Singapore,"2L Jalan Remaja  ,Singapore","Jalan Remaja, Bukit Gombak, Bukit Batok, Southwest, 669619, Singapore",2L Jalan Remaja  ,03-07,1.3570681,103.7622403
83,84,THE TRE VER,68 Potong Pasir Avenue 1  #19-37,1,46,Strata,868000.0,-,18870,1753,26-SEP-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358395,Central Region,Toa Payoh,Singapore,Singapore,"68 Potong Pasir Avenue 1  ,Singapore","Potong Pasir Avenue 1, Toa Payoh, Southeast, 350101, Singapore",68 Potong Pasir Avenue 1  ,19-37,1.3328336,103.8682709
84,85,DAINTREE RESIDENCE,11F Toh Tuck Road  #02-30,1,71,Strata,1268910.0,-,17872,1660,26-SEP-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596128,Central Region,Bukit Timah,Singapore,Singapore,"11F Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11F Toh Tuck Road  ,02-30,1.3403435,103.7702985
85,86,DAINTREE RESIDENCE,11H Toh Tuck Road  #01-44,1,98,Strata,1776660.0,-,18129,1684,26-SEP-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596130,Central Region,Bukit Timah,Singapore,Singapore,"11H Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11H Toh Tuck Road  ,01-44,1.3403435,103.7702985
86,87,TREASURE AT TAMPINES,9 Tampines Lane  #12-39,1,79,Strata,1202000.0,-,15215,1414,26-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528481,East Region,Tampines,Singapore,Singapore,"9 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",9 Tampines Lane  ,12-39,1.3546528,103.9435712
87,88,JADESCAPE,4 Shunfu Road  #17-13,1,49,Strata,944300.0,-,19271,1790,25-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575743,Central Region,Bishan,Singapore,Singapore,"4 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 574339, Singapore",4 Shunfu Road  ,17-13,1.351898,103.8375169
88,89,THE TAMPINES TRILLIANT,25 Tampines Central 7  #06-31,1,81,Strata,913000.0,-,11272,1047,25-SEP-2020,Executive Condominium,99 Yrs From 13/07/2011,2015,Resale,Private,18,52,528610,East Region,Tampines,Singapore,Singapore,"25 Tampines Central 7  ,Singapore","25, Tampines Central 7, Tampines, Northeast, 528610, Singapore",25 Tampines Central 7  ,06-31,1.3596056,103.93990905081328
89,90,PARK NATURA,35 Bukit Batok East Avenue 6  #05-10,1,215,Strata,2400000.0,-,11163,1037,25-SEP-2020,Condominium,Freehold,2011,Resale,Private,23,65,659765,Central Region,Bukit Timah,Singapore,Singapore,"35 Bukit Batok East Avenue 6  ,Singapore","Bukit Batok East Avenue 6, Bukit Gombak, Bukit Batok, Southwest, 655288, Singapore",35 Bukit Batok East Avenue 6  ,05-10,1.345436,103.7575154
90,91,THE INTERLACE,216 Depot Road  #12-71,1,162,Strata,2230000.0,-,13765,1279,25-SEP-2020,Condominium,99 Yrs From 11/02/2009,2013,Resale,Private,4,10,109702,Central Region,Bukit Merah,Singapore,Singapore,"216 Depot Road  ,Singapore","The Interlace, 216, Depot Road, Bukit Merah, Singapore, Central, 109702, Singapore",216 Depot Road  ,12-71,1.2821627,103.80361930462013
91,92,TREASURE AT TAMPINES,51 Tampines Lane  #02-173,1,63,Strata,957000.0,-,15190,1411,25-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528460,East Region,Tampines,Singapore,Singapore,"51 Tampines Lane  ,Singapore","Angsana Primary School (U/C), 51, Tampines, Northeast, 528565, Singapore",51 Tampines Lane  ,02-173,1.36358045,103.93891523552193
92,93,TREASURE AT TAMPINES,55 Tampines Lane  #11-190,1,78,Strata,1181000.0,-,15141,1407,25-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528458,East Region,Tampines,Singapore,Singapore,"55 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",55 Tampines Lane  ,11-190,1.3546528,103.9435712
93,94,PRINCIPAL GARDEN,97 Prince Charles Crescent  #08-17,1,115,Strata,2438000.0,-,21200,1970,25-SEP-2020,Condominium,99 Yrs From 21/07/2014,2018,Resale,Private,3,15,159028,Central Region,Bukit Merah,Singapore,Singapore,"97 Prince Charles Crescent  ,Singapore","97, Prince Charles Crescent, Principal Garden, Bukit Merah, Singapore, Central, 159016, Singapore",97 Prince Charles Crescent  ,08-17,1.2925347999999999,103.82236870396842
94,95,MARTIN MODERN,8 Martin Place  #27-13,1,79,Strata,2474000.0,2386000,30203,2806,25-SEP-2020,Condominium,99 Yrs From 28/09/2016,Uncompleted,New Sale,N.A,9,23,237992,Central Region,River Valley,Singapore,Singapore,"8 Martin Place  ,Singapore","Martin Place, Morison Hill, River Valley, Singapore, Central, 237988, Singapore",8 Martin Place  ,27-13,1.2927794,103.8380849
95,96,COSTA DEL SOL,78 Bayshore Road  #29-21,1,145,Strata,2220000.0,-,15310,1422,25-SEP-2020,Condominium,99 Yrs From 05/05/1997,2003,Resale,Private,16,46,469991,East Region,Bedok,Singapore,Singapore,"78 Bayshore Road  ,Singapore","78, Bayshore Road, Bedok, Southeast, 469991, Singapore",78 Bayshore Road  ,29-21,1.3113191,103.94010994829267
96,97,SUNNY PALMS,65 Lorong G Telok Kurau  #03-06,1,97,Strata,1115000.0,-,11495,1068,25-SEP-2020,Condominium,Freehold,2004,Resale,Private,15,42,426323,East Region,Bedok,Singapore,Singapore,"65 Lorong G Telok Kurau  ,Singapore","Lorong G Telok Kurau, JaeYoung Assignment3 area, Geylang, Southeast, 426411, Singapore",65 Lorong G Telok Kurau  ,03-06,1.3161499,103.9055972
97,98,THE AMERY,18 Lorong K Telok Kurau  #03-11,1,126,Strata,1760000.0,-,13968,1298,25-SEP-2020,Condominium,Freehold,2010,Resale,Private,15,42,425781,East Region,Bedok,Singapore,Singapore,"18 Lorong K Telok Kurau  ,Singapore","Lorong K Telok Kurau, JaeYoung Assignment3 area, Bedok, Southeast, 423802, Singapore",18 Lorong K Telok Kurau  ,03-11,1.3128387,103.9106405
98,99,AMARYLLIS VILLE,20 Newton Road  #22-06,1,157,Strata,2780000.0,-,17707,1645,25-SEP-2020,Condominium,99 Yrs From 24/10/1997,2004,Resale,Private,11,30,307953,Central Region,Novena,Singapore,Singapore,"20 Newton Road  ,Singapore","20, Newton Road, Amaryllis Ville, Novena, Singapore, Central, Singapore",20 Newton Road  ,22-06,1.3147042500000001,103.84149982598134
99,100,HORIZON RESIDENCES,41 Pasir Panjang Hill  #01-07,1,127,Strata,2200000.0,-,17323,1609,25-SEP-2020,Condominium,Freehold,2014,Resale,HDB,5,11,118862,Central Region,Queenstown,Singapore,Singapore,"41 Pasir Panjang Hill  ,Singapore","Pasir Panjang Hill, Nepal Hill, Queenstown, Southwest, 118892, Singapore",41 Pasir Panjang Hill  ,01-07,1.2822954,103.7857803
100,101,BLOSSOM RESIDENCES,30 Segar Road  #13-10,1,90,Strata,888000.0,-,9867,917,25-SEP-2020,Executive Condominium,99 Yrs From 02/03/2011,2014,Resale,HDB,23,67,677721,West Region,Bukit Panjang,Singapore,Singapore,"30 Segar Road  ,Singapore","Segar Road, Bukit Panjang, Northwest, 677738, Singapore",30 Segar Road  ,13-10,1.3881418,103.7714606
101,102,N.A.,19 Shelford Road  #02-05,1,85,Strata,1460000.0,-,17176,1596,25-SEP-2020,Condominium,Freehold,1997,Resale,Private,11,28,288408,Central Region,Bukit Timah,Singapore,Singapore,"19 Shelford Road  ,Singapore","Shelford Road, Bukit Timah, Northwest, 269692, Singapore",19 Shelford Road  ,02-05,1.3255337,103.8123189
102,103,MELVILLE PARK,24 Simei Street 1  #03-15,1,89,Strata,685000.0,-,7697,715,25-SEP-2020,Condominium,99 Yrs From 01/09/1992,1996,Resale,Private,18,52,529946,East Region,Tampines,Singapore,Singapore,"24 Simei Street 1  ,Singapore","Simei Street 1, Tampines, Southeast, 520119, Singapore",24 Simei Street 1  ,03-15,1.3434277,103.951957
103,104,PARC CANBERRA,15 Canberra Walk  #01-31,1,88,Strata,1044000.0,-,11864,1102,25-SEP-2020,Executive Condominium,99 Yrs From 10/12/2018,Uncompleted,New Sale,N.A,27,75,756948,North Region,Sembawang,Singapore,Singapore,"15 Canberra Walk  ,Singapore","Canberra Walk, Sembawang, Northwest, 751115, Singapore",15 Canberra Walk  ,01-31,1.4469214,103.8288666
104,105,TREASURE AT TAMPINES,11 Tampines Lane  #11-45,1,55,Strata,889000.0,-,16164,1502,25-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528480,East Region,Tampines,Singapore,Singapore,"11 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",11 Tampines Lane  ,11-45,1.3546528,103.9435712
105,106,TREASURE AT TAMPINES,23 Tampines Lane  #10-79,1,123,Strata,1878000.0,-,15268,1418,25-SEP-2020,Condominium,99 Yrs From 29/11/2018,Uncompleted,New Sale,N.A,18,52,528474,East Region,Tampines,Singapore,Singapore,"23 Tampines Lane  ,Singapore","Tampines, Northeast, Singapore",23 Tampines Lane  ,10-79,1.3546528,103.9435712
106,107,THE SANTORINI,21 Tampines Street 86  #09-07,1,49,Strata,592000.0,-,12082,1122,25-SEP-2020,Condominium,99 Yrs From 16/10/2013,2017,Resale,Private,18,52,528592,East Region,Tampines,Singapore,Singapore,"21 Tampines Street 86  ,Singapore","Tampines Street 86, Tampines, Northeast, 521870, Singapore",21 Tampines Street 86  ,09-07,1.3559648,103.9312944
107,108,8@WOODLEIGH,2 Woodleigh Close  #12-01,1,78,Strata,1115000.0,-,14295,1328,25-SEP-2020,Condominium,99 Yrs From 22/09/2008,2012,Resale,HDB,13,35,357900,Central Region,Toa Payoh,Singapore,Singapore,"2 Woodleigh Close  ,Singapore","8@Woodleigh, 2, Woodleigh Close, Toa Payoh, Southeast, 357900, Singapore",2 Woodleigh Close  ,12-01,1.33589535,103.86983930264451
108,109,BOTANIQUE AT BARTLEY,223 Upper Paya Lebar Road  #04-06,1,68,Strata,1088000.0,-,16000,1486,25-SEP-2020,Condominium,99 Yrs From 14/04/2014,2019,Resale,HDB,19,53,533874,North East Region,Serangoon,Singapore,Singapore,"223 Upper Paya Lebar Road  ,Singapore","223, Upper Paya Lebar Road, Serangoon, Southeast, 533874, Singapore",223 Upper Paya Lebar Road  ,04-06,1.3428776500000001,103.88257323348381
109,110,MEADOWS @ PEIRCE,626 Upper Thomson Road  #05-04,1,208,Strata,1830000.0,-,8798,817,25-SEP-2020,Condominium,Freehold,2012,Resale,Private,26,78,787130,North East Region,Ang Mo Kio,Singapore,Singapore,"626 Upper Thomson Road  ,Singapore","Upper Thomson Road, Thomson, Singapore, Central, 575566, Singapore",626 Upper Thomson Road  ,05-04,1.3675368,103.82829
110,111,JADESCAPE,8 Shunfu Road  #14-31,1,71,Strata,1329100.0,-,18720,1739,25-SEP-2020,Condominium,99 Yrs From 19/06/2018,Uncompleted,New Sale,N.A,20,57,575745,Central Region,Bishan,Singapore,Singapore,"8 Shunfu Road  ,Singapore","Shunfu Road, Bishan, Singapore, Central, 577182, Singapore",8 Shunfu Road  ,14-31,1.3513172,103.8401903
111,112,THE TRE VER,64 Potong Pasir Avenue 1  #14-21,1,46,Strata,853000.0,-,18543,1723,25-SEP-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358393,Central Region,Toa Payoh,Singapore,Singapore,"64 Potong Pasir Avenue 1  ,Singapore","Potong Pasir Avenue 1, Toa Payoh, Southeast, 350101, Singapore",64 Potong Pasir Avenue 1  ,14-21,1.3328336,103.8682709
112,113,THE TRE VER,64 Potong Pasir Avenue 1  #19-21,1,46,Strata,873000.0,-,18978,1763,25-SEP-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358393,Central Region,Toa Payoh,Singapore,Singapore,"64 Potong Pasir Avenue 1  ,Singapore","Potong Pasir Avenue 1, Toa Payoh, Southeast, 350101, Singapore",64 Potong Pasir Avenue 1  ,19-21,1.3328336,103.8682709
113,114,THE TRE VER,64 Potong Pasir Avenue 1  #17-21,1,46,Strata,865000.0,-,18804,1747,25-SEP-2020,Condominium,99 Yrs From 27/03/2018,Uncompleted,New Sale,N.A,13,35,358393,Central Region,Toa Payoh,Singapore,Singapore,"64 Potong Pasir Avenue 1  ,Singapore","Potong Pasir Avenue 1, Toa Payoh, Southeast, 350101, Singapore",64 Potong Pasir Avenue 1  ,17-21,1.3328336,103.8682709
114,115,AVILA GARDENS,17 Flora Road  #05-07,1,123,Strata,1000000.0,-,8130,755,25-SEP-2020,Condominium,Freehold,1995,Resale,HDB,17,50,509735,East Region,Pasir Ris,Singapore,Singapore,"17 Flora Road  ,Singapore","Flora Road, Changi, Southeast, 510149, Singapore",17 Flora Road  ,05-07,1.3609514,103.9636132
115,116,1 CANBERRA,17 Canberra Drive  #09-34,1,134,Strata,1300000.0,-,9701,901,25-SEP-2020,Executive Condominium,99 Yrs From 30/01/2012,2015,Resale,HDB,27,76,768074,North Region,Yishun,Singapore,Singapore,"17 Canberra Drive  ,Singapore","Canberra Drive, Sembawang, Northwest, 760175, Singapore",17 Canberra Drive  ,09-34,1.4388242,103.8299953
116,117,1 CANBERRA,21 Canberra Drive  #09-42,1,88,Strata,898000.0,-,10205,948,25-SEP-2020,Executive Condominium,99 Yrs From 30/01/2012,2015,Resale,Private,27,76,768076,North Region,Yishun,Singapore,Singapore,"21 Canberra Drive  ,Singapore","Canberra Drive, Sembawang, Northwest, 768080, Singapore",21 Canberra Drive  ,09-42,1.4447442,103.8270731
117,118,THE MINTON,10A Hougang Street 11  #11-35,1,154,Strata,1810000.0,-,11753,1092,25-SEP-2020,Condominium,99 Yrs From 27/07/2007,2013,Resale,Private,19,53,534079,North East Region,Hougang,Singapore,Singapore,"10A Hougang Street 11  ,Singapore","Hougang Street 11, Hougang, Northeast, 536698, Singapore",10A Hougang Street 11  ,11-35,1.3512584,103.8808546
118,119,VILLA MARINA,21 Jalan Sempadan  #02-15,1,119,Strata,1300000.0,-,10924,1015,25-SEP-2020,Condominium,99 Yrs From 13/02/1995,1999,Resale,HDB,15,45,457398,East Region,Bedok,Singapore,Singapore,"21 Jalan Sempadan  ,Singapore","21, Jalan Sempadan, Villa Marina, Bedok, Southeast, 457398, Singapore",21 Jalan Sempadan  ,02-15,1.31126225,103.92769429873042
119,120,PARC OASIS,53 Jurong East Avenue 1  #06-05,1,128,Strata,1200000.0,-,9375,871,25-SEP-2020,Condominium,99 Yrs From 01/12/1991,1994,Resale,Private,22,60,609783,West Region,Jurong East,Singapore,Singapore,"53 Jurong East Avenue 1  ,Singapore","53, Jurong East Avenue 1, Jurong East, Southwest, 609783, Singapore",53 Jurong East Avenue 1  ,06-05,1.3441820999999998,103.73340953861847
120,121,PARK COLONIAL,4 Woodleigh Lane  #04-14,1,91,Strata,1838000.0,-,20198,1876,25-SEP-2020,Condominium,99 Yrs From 11/10/2017,Uncompleted,New Sale,N.A,13,35,357686,Central Region,Toa Payoh,Singapore,Singapore,"4 Woodleigh Lane  ,Singapore","Park Colonial, 4, Woodleigh Lane, Toa Payoh, Southeast, 357686, Singapore",4 Woodleigh Lane  ,04-14,1.33860635,103.86928014118686
121,122,NOUVEL 18,16 Anderson Road  #17-02,1,164,Strata,5159000.0,-,31457,2922,25-SEP-2020,Condominium,Freehold,2014,Resale,Private,10,25,259987,Central Region,Newton,Singapore,Singapore,"16 Anderson Road  ,Singapore","Anderson Road, Tanglin, Singapore, Central, 259978, Singapore",16 Anderson Road  ,17-02,1.3128812,103.8297521
122,123,DAINTREE RESIDENCE,11E Toh Tuck Road  #05-25,1,98,Strata,1945430.0,-,19851,1844,25-SEP-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596127,Central Region,Bukit Timah,Singapore,Singapore,"11E Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11E Toh Tuck Road  ,05-25,1.3403435,103.7702985
123,124,DAINTREE RESIDENCE,11F Toh Tuck Road  #02-27,1,72,Strata,1265220.0,-,17573,1633,25-SEP-2020,Condominium,99 Yrs From 17/07/2017,Uncompleted,New Sale,N.A,21,59,596128,Central Region,Bukit Timah,Singapore,Singapore,"11F Toh Tuck Road  ,Singapore","Toh Tuck Road, Southwest, 598681, Singapore",11F Toh Tuck Road  ,02-27,1.3403435,103.7702985
124,125,THE JOVELL,15 Flora Drive  #02-16,1,59,Strata,807800.0,-,13692,1272,25-SEP-2020,Condominium,99 Yrs From 08/03/2018,Uncompleted,New Sale,N.A,17,50,506854,East Region,Pasir Ris,Singapore,Singapore,"15 Flora Drive  ,Singapore","Flora Drive, Changi, Southeast, 509733, Singapore",15 Flora Drive  ,02-16,1.3593443,103.9648774
125,126,NOUVEL 18,18 Anderson Road  #16-06,1,262,Strata,8824000.0,-,33679,3129,25-SEP-2020,Condominium,Freehold,2014,Resale,Private,10,25,259977,Central Region,Newton,Singapore,Singapore,"18 Anderson Road  ,Singapore","Anderson Road, Tanglin, Singapore, Central, 259978, Singapore",18 Anderson Road  ,16-06,1.3128812,103.8297521
126,127,THE MADEIRA,50 Bukit Batok Street 31  #27-06,1,98,Strata,930000.0,-,9490,882,25-SEP-2020,Condominium,99 Yrs From 14/08/2000,2003,Resale,HDB,23,65,659442,West Region,Bukit Batok,Singapore,Singapore,"50 Bukit Batok Street 31  ,Singapore","50, Bukit Batok Street 31, Bukit Gombak, Bukit Batok, Southwest, 659442, Singapore",50 Bukit Batok Street 31  ,27-06,1.3578118,103.74951611619915
127,128,WATERBANK AT DAKOTA,70 Dakota Crescent  #18-03,1,82,Strata,1435000.0,-,17500,1626,25-SEP-2020,Condominium,99 Yrs From 07/12/2009,2013,Resale,Private,14,39,399941,Central Region,Geylang,Singapore,Singapore,"70 Dakota Crescent  ,Singapore","Waterbank, 70, Dakota Crescent, Marine Parade, Southeast, 399941, Singapore",70 Dakota Crescent  ,18-03,1.30664605,103.88810993889598
