Age,Population,Year,District
　15～19," 5,090 ",1985 ,西区
　20～24," 6,017 ",1985 ,西区
　25～29," 5,806 ",1985 ,西区
　30～34," 6,081 ",1985 ,西区
　35～39," 6,922 ",1985 ,西区
　40～44," 5,781 ",1985 ,西区
　45～49," 5,259 ",1985 ,西区
　50～54," 5,690 ",1985 ,西区
　55～59," 5,277 ",1985 ,西区
　60～64," 4,161 ",1985 ,西区
　65～69," 3,229 ",1985 ,西区
　70～74," 2,649 ",1985 ,西区
　75～79," 1,849 ",1985 ,西区
　80～84," 1,092 ",1985 ,西区
　85～89, 490 ,1985 ,西区
　90～94, 115 ,1985 ,西区
　95～99, 17 ,1985 ,西区
　100歳以上, 2 ,1985 ,西区
　０～４歳,"3,210",1990 ,西区
　５～９,"3,563",1990 ,西区
　10～14,"3,706",1990 ,西区
　15～19,"5,126",1990 ,西区
　20～24,"6,366",1990 ,西区
　25～29,"5,903",1990 ,西区
　30～34,"5,322",1990 ,西区
　35～39,"5,406",1990 ,西区
　40～44,"6,487",1990 ,西区
　45～49,"5,454",1990 ,西区
　50～54,"4,899",1990 ,西区
　55～59,"5,234",1990 ,西区
　60～64,"4,710",1990 ,西区
　65～69,"3,687",1990 ,西区
　70～74,"2,787",1990 ,西区
　75～79,"2,123",1990 ,西区
　80～84,"1,290",1990 ,西区
　85～89,555,1990 ,西区
　90～94,176,1990 ,西区
　95～99,23,1990 ,西区
　100歳以上,3,1990 ,西区
　０～４歳,"2,864",1995 ,西区
　５～９,"2,952",1995 ,西区
　10～14,"3,242",1995 ,西区
　15～19,"3,915",1995 ,西区
　20～24,"6,571",1995 ,西区
　25～29,"6,581",1995 ,西区
　30～34,"5,605",1995 ,西区
　35～39,"4,946",1995 ,西区
　40～44,"5,029",1995 ,西区
　45～49,"6,245",1995 ,西区
　50～54,"5,349",1995 ,西区
　55～59,"4,670",1995 ,西区
　60～64,"4,850",1995 ,西区
　65～69,"4,279",1995 ,西区
　70～74,"3,202",1995 ,西区
　75～79,"2,332",1995 ,西区
　80～84,"1,534",1995 ,西区
　85～89,766,1995 ,西区
　90～94,233,1995 ,西区
　95～99,38,1995 ,西区
　100歳以上,6,1995 ,西区
　０～４歳,"2,849",2000,西区
　５～９,"2,682",2000,西区
　10～14,"2,805",2000,西区
　15～19,"3,526",2000,西区
　20～24,"5,577",2000,西区
　25～29,"7,451",2000,西区
　30～34,"7,043",2000,西区
　35～39,"5,678",2000,西区
　40～44,"4,873",2000,西区
　45～49,"5,024",2000,西区
　50～54,"6,153",2000,西区
　55～59,"5,205",2000,西区
　60～64,"4,450",2000,西区
　65～69,"4,526",2000,西区
　70～74,"3,854",2000,西区
　75～79,"2,840",2000,西区
　80～84,"1,844",2000,西区
　85～89,977,2000,西区
　90～94,353,2000,西区
　95～99,72,2000,西区
　100歳以上,5,2000,西区
　０～４歳,"3,230",2005 ,西区
　５～９,"2,789",2005 ,西区
　10～14,"2,631",2005 ,西区
　15～19,"3,160",2005 ,西区
　20～24,"4,966",2005 ,西区
　25～29,"6,968",2005 ,西区
　30～34,"8,564",2005 ,西区
　35～39,"7,587",2005 ,西区
　40～44,"5,884",2005 ,西区
　45～49,"5,044",2005 ,西区
　50～54,"5,132",2005 ,西区
　55～59,"6,131",2005 ,西区
　60～64,"4,910",2005 ,西区
　65～69,"4,220",2005 ,西区
　70～74,"4,233",2005 ,西区
　75～79,"3,535",2005 ,西区
　80～84,"2,227",2005 ,西区
　85～89,"1,210",2005 ,西区
　90～94,510,2005 ,西区
　95～99,139,2005 ,西区
　100歳以上,17,2005 ,西区
　０～４歳,"3,781 ",2010,西区
　５～９,"3,230 ",2010,西区
　10～14,"2,834 ",2010,西区
　15～19,"3,148 ",2010,西区
　20～24,"5,055 ",2010,西区
　25～29,"7,611 ",2010,西区
　30～34,"8,576 ",2010,西区
　35～39,"9,806 ",2010,西区
　40～44,"8,493 ",2010,西区
　45～49,"6,619 ",2010,西区
　50～54,"5,445 ",2010,西区
　55～59,"5,362 ",2010,西区
　60～64,"6,171 ",2010,西区
　65～69,"4,776 ",2010,西区
　70～74,"4,001 ",2010,西区
　75～79,"3,698 ",2010,西区
　80～84,"2,792 ",2010,西区
　85～89,"1,448 ",2010,西区
　90～94,614 ,2010,西区
　95～99,161 ,2010,西区
　100歳以上,23 ,2010,西区
　０～４歳,"3,942 ",2015,西区
　５～９,"3,477 ",2015,西区
　10～14,"3,210 ",2015,西区
　15～19,"3,195 ",2015,西区
　20～24,"4,779 ",2015,西区
　25～29,"7,119 ",2015,西区
　30～34,"8,313 ",2015,西区
　35～39,"8,742 ",2015,西区
　40～44,"9,788 ",2015,西区
　45～49,"8,606 ",2015,西区
　50～54,"6,691 ",2015,西区
　55～59,"5,332 ",2015,西区
　60～64,"5,034 ",2015,西区
　65～69,"5,695 ",2015,西区
　70～74,"4,303 ",2015,西区
　75～79,"3,452 ",2015,西区
　80～84,"2,934 ",2015,西区
　85～89,"1,896 ",2015,西区
　90～94,772 ,2015,西区
　95～99,191 ,2015,西区
　100歳以上,48 ,2015,西区
　０～４歳," 8,344 ",1955 ,中区
　５～９," 10,434 ",1955 ,中区
　10～14," 9,031 ",1955 ,中区
　15～19," 10,637 ",1955 ,中区
　20～24," 13,197 ",1955 ,中区
　25～29," 11,802 ",1955 ,中区
　30～34," 8,698 ",1955 ,中区
　35～39," 6,439 ",1955 ,中区
　40～44," 6,131 ",1955 ,中区
　45～49," 5,289 ",1955 ,中区
　50～54," 4,861 ",1955 ,中区
　55～59," 3,856 ",1955 ,中区
　60～64," 2,906 ",1955 ,中区
　65～69," 2,043 ",1955 ,中区
　70～74," 1,267 ",1955 ,中区
　75～79, 653 ,1955 ,中区
　80～84, 255 ,1955 ,中区
　85～89, 64 ,1955 ,中区
　90～94, 10 ,1955 ,中区
　95～99, 1 ,1955 ,中区
　100歳以上, - ,1955 ,中区
　０～４歳," 9,290 ",1960 ,中区
　５～９," 8,839 ",1960 ,中区
　10～14," 10,892 ",1960 ,中区
　15～19," 12,753 ",1960 ,中区
　20～24," 13,729 ",1960 ,中区
　25～29," 14,612 ",1960 ,中区
　30～34," 12,711 ",1960 ,中区
　35～39," 9,095 ",1960 ,中区
　40～44," 6,579 ",1960 ,中区
　45～49," 6,151 ",1960 ,中区
　50～54," 5,237 ",1960 ,中区
　55～59," 4,712 ",1960 ,中区
　60～64," 3,526 ",1960 ,中区
　65～69," 2,503 ",1960 ,中区
　70～74," 1,628 ",1960 ,中区
　75～79, 857 ,1960 ,中区
　80～84, 381 ,1960 ,中区
　85～89, 104 ,1960 ,中区
　90～94, 23 ,1960 ,中区
　95～99, 2 ,1960 ,中区
　100歳以上, - ,1960 ,中区
　０～４歳," 10,393 ",1965 ,中区
　５～９," 8,736 ",1965 ,中区
　10～14," 8,713 ",1965 ,中区
　15～19," 13,399 ",1965 ,中区
　20～24," 14,935 ",1965 ,中区
　25～29," 13,929 ",1965 ,中区
　30～34," 15,067 ",1965 ,中区
　35～39," 13,124 ",1965 ,中区
　40～44," 9,480 ",1965 ,中区
　45～49," 6,915 ",1965 ,中区
　50～54," 6,135 ",1965 ,中区
　55～59," 4,967 ",1965 ,中区
　60～64," 4,193 ",1965 ,中区
　65～69," 3,035 ",1965 ,中区
　70～74," 2,015 ",1965 ,中区
　75～79," 1,132 ",1965 ,中区
　80～84, 497 ,1965 ,中区
　85～89, 166 ,1965 ,中区
　90～94, 49 ,1965 ,中区
　95～99, 2 ,1965 ,中区
　100歳以上, - ,1965 ,中区
　０～４歳," 9,873 ",1970 ,中区
　５～９," 9,192 ",1970 ,中区
　10～14," 8,080 ",1970 ,中区
　15～19," 10,025 ",1970 ,中区
　20～24," 15,245 ",1970 ,中区
　25～29," 13,361 ",1970 ,中区
　30～34," 11,508 ",1970 ,中区
　35～39," 12,283 ",1970 ,中区
　40～44," 10,948 ",1970 ,中区
　45～49," 8,182 ",1970 ,中区
　50～54," 6,065 ",1970 ,中区
　55～59," 5,284 ",1970 ,中区
　60～64," 4,183 ",1970 ,中区
　65～69," 3,528 ",1970 ,中区
　70～74," 2,347 ",1970 ,中区
　75～79," 1,423 ",1970 ,中区
　80～84, 665 ,1970 ,中区
　85～89, 214 ,1970 ,中区
　90～94, 57 ,1970 ,中区
　95～99, 7 ,1970 ,中区
　100歳以上, - ,1970 ,中区
　０～４歳," 9,466 ",1975 ,中区
　５～９," 8,675 ",1975 ,中区
　10～14," 8,319 ",1975 ,中区
　15～19," 8,162 ",1975 ,中区
　20～24," 10,905 ",1975 ,中区
　25～29," 13,983 ",1975 ,中区
　30～34," 11,974 ",1975 ,中区
　35～39," 10,562 ",1975 ,中区
　40～44," 11,222 ",1975 ,中区
　45～49," 10,110 ",1975 ,中区
　50～54," 7,618 ",1975 ,中区
　55～59," 5,509 ",1975 ,中区
　60～64," 4,792 ",1975 ,中区
　65～69," 3,718 ",1975 ,中区
　70～74," 2,920 ",1975 ,中区
　75～79," 1,770 ",1975 ,中区
　80～84, 875 ,1975 ,中区
　85～89, 313 ,1975 ,中区
　90～94, 78 ,1975 ,中区
　95～99, 8 ,1975 ,中区
　100歳以上, - ,1975 ,中区
　０～４歳," 6,773 ",1980 ,中区
　５～９," 8,009 ",1980 ,中区
　10～14," 7,612 ",1980 ,中区
　15～19," 7,962 ",1980 ,中区
　20～24," 8,311 ",1980 ,中区
　25～29," 9,507 ",1980 ,中区
　30～34," 11,814 ",1980 ,中区
　35～39," 10,250 ",1980 ,中区
　40～44," 9,223 ",1980 ,中区
　45～49," 10,105 ",1980 ,中区
　50～54," 9,055 ",1980 ,中区
　55～59," 6,815 ",1980 ,中区
　60～64," 4,909 ",1980 ,中区
　65～69," 4,040 ",1980 ,中区
　70～74," 3,073 ",1980 ,中区
　75～79," 2,217 ",1980 ,中区
　80～84," 1,095 ",1980 ,中区
　85～89, 453 ,1980 ,中区
　90～94, 116 ,1980 ,中区
　95～99, 15 ,1980 ,中区
　100歳以上, 3 ,1980 ,中区
　０～４歳," 5,476 ",1985 ,中区
　５～９," 6,053 ",1985 ,中区
　10～14," 7,409 ",1985 ,中区
　15～19," 7,590 ",1985 ,中区
　20～24," 8,904 ",1985 ,中区
　25～29," 8,001 ",1985 ,中区
　30～34," 8,765 ",1985 ,中区
　35～39," 10,901 ",1985 ,中区
　40～44," 9,623 ",1985 ,中区
　45～49," 8,814 ",1985 ,中区
　50～54," 9,473 ",1985 ,中区
　55～59," 8,386 ",1985 ,中区
　60～64," 6,216 ",1985 ,中区
　65～69," 4,387 ",1985 ,中区
　70～74," 3,475 ",1985 ,中区
　75～79," 2,346 ",1985 ,中区
　80～84," 1,454 ",1985 ,中区
　85～89, 544 ,1985 ,中区
　90～94, 175 ,1985 ,中区
　95～99, 20 ,1985 ,中区
　100歳以上, 3 ,1985 ,中区
　０～４歳,"4,598",1990 ,中区
　５～９,"5,108",1990 ,中区
　10～14,"5,741",1990 ,中区
　15～19,"7,430",1990 ,中区
　20～24,"9,079",1990 ,中区
　25～29,"8,783",1990 ,中区
　30～34,"7,450",1990 ,中区
　35～39,"8,291",1990 ,中区
　40～44,"10,414",1990 ,中区
　45～49,"9,277",1990 ,中区
　50～54,"8,378",1990 ,中区
　55～59,"8,742",1990 ,中区
　60～64,"7,551",1990 ,中区
　65～69,"5,373",1990 ,中区
　70～74,"3,645",1990 ,中区
　75～79,"2,739",1990 ,中区
　80～84,"1,557",1990 ,中区
　85～89,760,1990 ,中区
　90～94,227,1990 ,中区
　95～99,46,1990 ,中区
　100歳以上,2,1990 ,中区
　０～４歳,"4,225",1995 ,中区
　５～９,"4,618",1995 ,中区
　10～14,"5,025",1995 ,中区
　15～19,"5,732",1995 ,中区
　20～24,"8,765",1995 ,中区
　25～29,"9,322",1995 ,中区
　30～34,"8,707",1995 ,中区
　35～39,"7,598",1995 ,中区
　40～44,"8,466",1995 ,中区
　45～49,"10,426",1995 ,中区
　50～54,"9,429",1995 ,中区
　55～59,"8,219",1995 ,中区
　60～64,"8,303",1995 ,中区
　65～69,"6,934",1995 ,中区
　70～74,"4,700",1995 ,中区
　75～79,"2,920",1995 ,中区
　80～84,"1,995",1995 ,中区
　85～89,912,1995 ,中区
　90～94,354,1995 ,中区
　95～99,67,1995 ,中区
　100歳以上,5,1995 ,中区
　０～４歳,"4,579",2000,中区
　５～９,"4,740",2000,中区
　10～14,"4,857",2000,中区
　15～19,"5,209",2000,中区
　20～24,"7,009",2000,中区
　25～29,"9,481",2000,中区
　30～34,"10,236",2000,中区
　35～39,"9,679",2000,中区
　40～44,"8,352",2000,中区
　45～49,"8,612",2000,中区
　50～54,"10,825",2000,中区
　55～59,"9,518",2000,中区
　60～64,"8,323",2000,中区
　65～69,"8,075",2000,中区
　70～74,"6,260",2000,中区
　75～79,"4,046",2000,中区
　80～84,"2,269",2000,中区
　85～89,"1,243",2000,中区
　90～94,427,2000,中区
　95～99,96,2000,中区
　100歳以上,15,2000,中区
　０～４歳,"5,101",2005 ,中区
　５～９,"5,095",2005 ,中区
　10～14,"4,936",2005 ,中区
　15～19,"4,971",2005 ,中区
　20～24,"6,513",2005 ,中区
　25～29,"8,932",2005 ,中区
　30～34,"11,798",2005 ,中区
　35～39,"12,392",2005 ,中区
　40～44,"11,103",2005 ,中区
　45～49,"9,240",2005 ,中区
　50～54,"9,264",2005 ,中区
　55～59,"11,529",2005 ,中区
　60～64,"9,457",2005 ,中区
　65～69,"7,878",2005 ,中区
　70～74,"7,571",2005 ,中区
　75～79,"5,564",2005 ,中区
　80～84,"3,273",2005 ,中区
　85～89,"1,511",2005 ,中区
　90～94,632,2005 ,中区
　95～99,144,2005 ,中区
　100歳以上,23,2005 ,中区
　０～４歳,"5,077 ",2010,中区
　５～９,"4,981 ",2010,中区
　10～14,"5,116 ",2010,中区
　15～19,"5,071 ",2010,中区
　20～24,"6,028 ",2010,中区
　25～29,"7,809 ",2010,中区
　30～34,"9,696 ",2010,中区
　35～39,"12,311 ",2010,中区
　40～44,"12,686 ",2010,中区
　45～49,"11,095 ",2010,中区
　50～54,"9,088 ",2010,中区
　55～59,"9,090 ",2010,中区
　60～64,"11,029 ",2010,中区
　65～69,"8,946 ",2010,中区
　70～74,"6,933 ",2010,中区
　75～79,"6,157 ",2010,中区
　80～84,"4,185 ",2010,中区
　85～89,"2,162 ",2010,中区
　90～94,749 ,2010,中区
　95～99,190 ,2010,中区
　100歳以上,24 ,2010,中区
　０～４歳,"5,079 ",2015,中区
　５～９,"5,215 ",2015,中区
　10～14,"5,166 ",2015,中区
　15～19,"5,470 ",2015,中区
　20～24,"6,394 ",2015,中区
　25～29,"7,768 ",2015,中区
　30～34,"9,066 ",2015,中区
　35～39,"10,793 ",2015,中区
　40～44,"13,267 ",2015,中区
　45～49,"13,474 ",2015,中区
　50～54,"11,577 ",2015,中区
　55～59,"9,321 ",2015,中区
　60～64,"9,035 ",2015,中区
　65～69,"10,734 ",2015,中区
　70～74,"8,118 ",2015,中区
　75～79,"5,877 ",2015,中区
　80～84,"4,824 ",2015,中区
　85～89,"2,785 ",2015,中区
　90～94,"1,183 ",2015,中区
　95～99,237 ,2015,中区
　100歳以上,36 ,2015,中区
　０～４歳," 15,407 ",1955 ,南区
　５～９," 18,426 ",1955 ,南区
　10～14," 15,792 ",1955 ,南区
　15～19," 15,890 ",1955 ,南区
　20～24," 18,952 ",1955 ,南区
　25～29," 18,539 ",1955 ,南区
　30～34," 14,070 ",1955 ,南区
　35～39," 10,992 ",1955 ,南区
　40～44," 9,947 ",1955 ,南区
　45～49," 8,368 ",1955 ,南区
　50～54," 7,583 ",1955 ,南区
　55～59," 6,302 ",1955 ,南区
　60～64," 4,567 ",1955 ,南区
　65～69," 3,247 ",1955 ,南区
　70～74," 1,934 ",1955 ,南区
　75～79, 993 ,1955 ,南区
　80～84, 405 ,1955 ,南区
　85～89, 95 ,1955 ,南区
　90～94, 15 ,1955 ,南区
　95～99, - ,1955 ,南区
　100歳以上, - ,1955 ,南区
　０～４歳," 15,025 ",1960 ,南区
　５～９," 15,786 ",1960 ,南区
　10～14," 19,307 ",1960 ,南区
　15～19," 19,652 ",1960 ,南区
　20～24," 20,037 ",1960 ,南区
　25～29," 21,003 ",1960 ,南区
　30～34," 18,576 ",1960 ,南区
　35～39," 14,135 ",1960 ,南区
　40～44," 11,049 ",1960 ,南区
　45～49," 9,962 ",1960 ,南区
　50～54," 8,241 ",1960 ,南区
　55～59," 7,346 ",1960 ,南区
　60～64," 5,797 ",1960 ,南区
　65～69," 3,993 ",1960 ,南区
　70～74," 2,564 ",1960 ,南区
　75～79," 1,342 ",1960 ,南区
　80～84, 544 ,1960 ,南区
　85～89, 165 ,1960 ,南区
　90～94, 31 ,1960 ,南区
　95～99, 3 ,1960 ,南区
　100歳以上, - ,1960 ,南区
　０～４歳," 22,106 ",1965 ,南区
　５～９," 16,857 ",1965 ,南区
　10～14," 17,334 ",1965 ,南区
　15～19," 24,893 ",1965 ,南区
　20～24," 28,141 ",1965 ,南区
　25～29," 27,713 ",1965 ,南区
　30～34," 25,208 ",1965 ,南区
　35～39," 20,957 ",1965 ,南区
　40～44," 15,290 ",1965 ,南区
　45～49," 11,742 ",1965 ,南区
　50～54," 10,567 ",1965 ,南区
　55～59," 8,692 ",1965 ,南区
　60～64," 7,152 ",1965 ,南区
　65～69," 5,215 ",1965 ,南区
　70～74," 3,330 ",1965 ,南区
　75～79," 1,817 ",1965 ,南区
　80～84, 767 ,1965 ,南区
　85～89, 257 ,1965 ,南区
　90～94, 67 ,1965 ,南区
　95～99, 3 ,1965 ,南区
　100歳以上, - ,1965 ,南区
　０～４歳," 16,162 ",1970 ,南区
　５～９," 14,051 ",1970 ,南区
　10～14," 11,817 ",1970 ,南区
　15～19," 14,780 ",1970 ,南区
　20～24," 22,706 ",1970 ,南区
　25～29," 19,497 ",1970 ,南区
　30～34," 17,388 ",1970 ,南区
　35～39," 16,647 ",1970 ,南区
　40～44," 14,743 ",1970 ,南区
　45～49," 11,122 ",1970 ,南区
　50～54," 8,862 ",1970 ,南区
　55～59," 7,697 ",1970 ,南区
　60～64," 6,256 ",1970 ,南区
　65～69," 4,947 ",1970 ,南区
　70～74," 3,478 ",1970 ,南区
　75～79," 1,902 ",1970 ,南区
　80～84, 861 ,1970 ,南区
　85～89, 239 ,1970 ,南区
　90～94, 60 ,1970 ,南区
　95～99, 5 ,1970 ,南区
　100歳以上, 1 ,1970 ,南区
　０～４歳," 16,343 ",1975 ,南区
　５～９," 14,468 ",1975 ,南区
　10～14," 13,007 ",1975 ,南区
　15～19," 12,259 ",1975 ,南区
　20～24," 17,370 ",1975 ,南区
　25～29," 21,226 ",1975 ,南区
　30～34," 17,784 ",1975 ,南区
　35～39," 16,009 ",1975 ,南区
　40～44," 15,641 ",1975 ,南区
　45～49," 14,029 ",1975 ,南区
　50～54," 10,557 ",1975 ,南区
　55～59," 8,340 ",1975 ,南区
　60～64," 7,105 ",1975 ,南区
　65～69," 5,513 ",1975 ,南区
　70～74," 4,099 ",1975 ,南区
　75～79," 2,609 ",1975 ,南区
　80～84," 1,148 ",1975 ,南区
　85～89, 404 ,1975 ,南区
　90～94, 87 ,1975 ,南区
　95～99, 6 ,1975 ,南区
　100歳以上, 1 ,1975 ,南区
　０～４歳," 12,257 ",1980 ,南区
　５～９," 14,453 ",1980 ,南区
　10～14," 13,349 ",1980 ,南区
　15～19," 12,735 ",1980 ,南区
　20～24," 12,958 ",1980 ,南区
　25～29," 15,282 ",1980 ,南区
　30～34," 18,628 ",1980 ,南区
　35～39," 15,884 ",1980 ,南区
　40～44," 14,660 ",1980 ,南区
　45～49," 14,709 ",1980 ,南区
　50～54," 13,190 ",1980 ,南区
　55～59," 9,788 ",1980 ,南区
　60～64," 7,625 ",1980 ,南区
　65～69," 6,260 ",1980 ,南区
　70～74," 4,590 ",1980 ,南区
　75～79," 3,037 ",1980 ,南区
　80～84," 1,617 ",1980 ,南区
　85～89, 545 ,1980 ,南区
　90～94, 125 ,1980 ,南区
　95～99, 16 ,1980 ,南区
　100歳以上, 3 ,1980 ,南区
　０～４歳," 10,026 ",1985 ,南区
　５～９," 11,225 ",1985 ,南区
　10～14," 13,757 ",1985 ,南区
　15～19," 13,570 ",1985 ,南区
　20～24," 14,138 ",1985 ,南区
　25～29," 12,761 ",1985 ,南区
　30～34," 14,313 ",1985 ,南区
　35～39," 17,550 ",1985 ,南区
　40～44," 15,137 ",1985 ,南区
　45～49," 14,134 ",1985 ,南区
　50～54," 14,105 ",1985 ,南区
　55～59," 12,331 ",1985 ,南区
　60～64," 9,184 ",1985 ,南区
　65～69," 6,872 ",1985 ,南区
　70～74," 5,422 ",1985 ,南区
　75～79," 3,603 ",1985 ,南区
　80～84," 2,000 ",1985 ,南区
　85～89, 827 ,1985 ,南区
　90～94, 208 ,1985 ,南区
　95～99, 29 ,1985 ,南区
　100歳以上, 2 ,1985 ,南区
　０～４歳,"8,618",1990 ,南区
　５～９,"9,506",1990 ,南区
　10～14,"10,765",1990 ,南区
　15～19,"14,033",1990 ,南区
　20～24,"15,988",1990 ,南区
　25～29,"14,487",1990 ,南区
　30～34,"12,436",1990 ,南区
　35～39,"13,804",1990 ,南区
　40～44,"16,974",1990 ,南区
　45～49,"14,849",1990 ,南区
　50～54,"13,865",1990 ,南区
　55～59,"13,581",1990 ,南区
　60～64,"11,632",1990 ,南区
　65～69,"8,389",1990 ,南区
　70～74,"5,990",1990 ,南区
　75～79,"4,317",1990 ,南区
　80～84,"2,520",1990 ,南区
　85～89,"1,062",1990 ,南区
　90～94,296,1990 ,南区
　95～99,42,1990 ,南区
　100歳以上,6,1990 ,南区
　０～４歳,"7,475",1995 ,南区
　５～９,"7,788",1995 ,南区
　10～14,"8,964",1995 ,南区
　15～19,"10,822",1995 ,南区
　20～24,"15,640",1995 ,南区
　25～29,"15,907",1995 ,南区
　30～34,"13,774",1995 ,南区
　35～39,"11,971",1995 ,南区
　40～44,"13,336",1995 ,南区
　45～49,"16,992",1995 ,南区
　50～54,"14,656",1995 ,南区
　55～59,"13,603",1995 ,南区
　60～64,"12,985",1995 ,南区
　65～69,"10,850",1995 ,南区
　70～74,"7,410",1995 ,南区
　75～79,"4,928",1995 ,南区
　80～84,"3,139",1995 ,南区
　85～89,"1,454",1995 ,南区
　90～94,405,1995 ,南区
　95～99,77,1995 ,南区
　100歳以上,10,1995 ,南区
　０～４歳,"7,812",2000,南区
　５～９,"7,377",2000,南区
　10～14,"7,820",2000,南区
　15～19,"9,207",2000,南区
　20～24,"12,559",2000,南区
　25～29,"16,391",2000,南区
　30～34,"15,767",2000,南区
　35～39,"13,762",2000,南区
　40～44,"11,981",2000,南区
　45～49,"13,324",2000,南区
　50～54,"16,441",2000,南区
　55～59,"14,266",2000,南区
　60～64,"13,031",2000,南区
　65～69,"11,904",2000,南区
　70～74,"9,565",2000,南区
　75～79,"6,420",2000,南区
　80～84,"3,753",2000,南区
　85～89,"1,911",2000,南区
　90～94,700,2000,南区
　95～99,123,2000,南区
　100歳以上,12,2000,南区
　０～４歳,"7,119",2005 ,南区
　５～９,"7,503",2005 ,南区
　10～14,"7,242",2005 ,南区
　15～19,"7,998",2005 ,南区
　20～24,"10,452",2005 ,南区
　25～29,"13,061",2005 ,南区
　30～34,"15,672",2005 ,南区
　35～39,"15,148",2005 ,南区
　40～44,"13,669",2005 ,南区
　45～49,"11,803",2005 ,南区
　50～54,"12,969",2005 ,南区
　55～59,"16,103",2005 ,南区
　60～64,"13,646",2005 ,南区
　65～69,"12,157",2005 ,南区
　70～74,"10,844",2005 ,南区
　75～79,"8,193",2005 ,南区
　80～84,"4,897",2005 ,南区
　85～89,"2,422",2005 ,南区
　90～94,927,2005 ,南区
　95～99,236,2005 ,南区
　100歳以上,29,2005 ,南区
　０～４歳,"6,912 ",2010,南区
　５～９,"7,077 ",2010,南区
　10～14,"7,577 ",2010,南区
　15～19,"7,609 ",2010,南区
　20～24,"9,936 ",2010,南区
　25～29,"12,336 ",2010,南区
　30～34,"13,450 ",2010,南区
　35～39,"16,009 ",2010,南区
　40～44,"15,376 ",2010,南区
　45～49,"13,646 ",2010,南区
　50～54,"11,847 ",2010,南区
　55～59,"12,877 ",2010,南区
　60～64,"15,683 ",2010,南区
　65～69,"12,807 ",2010,南区
　70～74,"11,083 ",2010,南区
　75～79,"9,333 ",2010,南区
　80～84,"6,344 ",2010,南区
　85～89,"3,276 ",2010,南区
　90～94,"1,235 ",2010,南区
　95～99,276 ,2010,南区
　100歳以上,41 ,2010,南区
　０～４歳,"6,586 ",2015,南区
　５～９,"6,674 ",2015,南区
　10～14,"7,077 ",2015,南区
　15～19,"7,911 ",2015,南区
　20～24,"9,399 ",2015,南区
　25～29,"11,228 ",2015,南区
　30～34,"12,092 ",2015,南区
　35～39,"13,350 ",2015,南区
　40～44,"15,901 ",2015,南区
　45～49,"15,385 ",2015,南区
　50～54,"13,451 ",2015,南区
　55～59,"11,659 ",2015,南区
　60～64,"12,470 ",2015,南区
　65～69,"14,754 ",2015,南区
　70～74,"11,674 ",2015,南区
　75～79,"9,650 ",2015,南区
　80～84,"7,531 ",2015,南区
　85～89,"4,376 ",2015,南区
　90～94,"1,698 ",2015,南区
　95～99,419 ,2015,南区
　100歳以上,57 ,2015,南区
　０～４歳,,1955 ,港南区
　５～９,,1955 ,港南区
　10～14,,1955 ,港南区
　15～19,,1955 ,港南区
　20～24,,1955 ,港南区
　25～29,,1955 ,港南区
　30～34,,1955 ,港南区
　35～39,,1955 ,港南区
　40～44,,1955 ,港南区
　45～49,,1955 ,港南区
　50～54,,1955 ,港南区
　55～59,,1955 ,港南区
　60～64,,1955 ,港南区
　65～69,,1955 ,港南区
　70～74,,1955 ,港南区
　75～79,,1955 ,港南区
　80～84,,1955 ,港南区
　85～89,,1955 ,港南区
　90～94,,1955 ,港南区
　95～99,,1955 ,港南区
　100歳以上,,1955 ,港南区
　０～４歳,,1960 ,港南区
　５～９,,1960 ,港南区
　10～14,,1960 ,港南区
　15～19,,1960 ,港南区
　20～24,,1960 ,港南区
　25～29,,1960 ,港南区
　30～34,,1960 ,港南区
　35～39,,1960 ,港南区
　40～44,,1960 ,港南区
　45～49,,1960 ,港南区
　50～54,,1960 ,港南区
　55～59,,1960 ,港南区
　60～64,,1960 ,港南区
　65～69,,1960 ,港南区
　70～74,,1960 ,港南区
　75～79,,1960 ,港南区
　80～84,,1960 ,港南区
　85～89,,1960 ,港南区
　90～94,,1960 ,港南区
　95～99,,1960 ,港南区
　100歳以上,,1960 ,港南区
　０～４歳,,1965 ,港南区
　５～９,,1965 ,港南区
　10～14,,1965 ,港南区
　15～19,,1965 ,港南区
　20～24,,1965 ,港南区
　25～29,,1965 ,港南区
　30～34,,1965 ,港南区
　35～39,,1965 ,港南区
　40～44,,1965 ,港南区
　45～49,,1965 ,港南区
　50～54,,1965 ,港南区
　55～59,,1965 ,港南区
　60～64,,1965 ,港南区
　65～69,,1965 ,港南区
　70～74,,1965 ,港南区
　75～79,,1965 ,港南区
　80～84,,1965 ,港南区
　85～89,,1965 ,港南区
　90～94,,1965 ,港南区
　95～99,,1965 ,港南区
　100歳以上,,1965 ,港南区
　０～４歳," 12,001 ",1970 ,港南区
　５～９," 8,819 ",1970 ,港南区
　10～14," 6,033 ",1970 ,港南区
　15～19," 7,701 ",1970 ,港南区
　20～24," 11,397 ",1970 ,港南区
　25～29," 12,786 ",1970 ,港南区
　30～34," 11,988 ",1970 ,港南区
　35～39," 9,952 ",1970 ,港南区
　40～44," 7,091 ",1970 ,港南区
　45～49," 4,621 ",1970 ,港南区
　50～54," 3,486 ",1970 ,港南区
　55～59," 3,056 ",1970 ,港南区
　60～64," 2,140 ",1970 ,港南区
　65～69," 1,509 ",1970 ,港南区
