,Unnamed: 0,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,unit_price,full_address,gcode,lat,long
2887,2888,2020-02,QUEENSTOWN,3 ROOM,12,HOLLAND AVE,04 TO 06,73.0,Improved,1975,53 years 11 months,425000.0,5821.917808219179,12 HOLLAND AVE Singapore,"12, Holland Avenue, Rochester Hill, Queenstown, Northwest, 272012, Singapore",1.3094725,103.79450988894084
2888,2889,2020-02,QUEENSTOWN,3 ROOM,12,HOLLAND AVE,16 TO 18,65.0,Improved,1975,53 years 11 months,390000.0,6000.0,12 HOLLAND AVE Singapore,"12, Holland Avenue, Rochester Hill, Queenstown, Northwest, 272012, Singapore",1.3094725,103.79450988894084
2889,2890,2020-02,QUEENSTOWN,3 ROOM,4,HOLLAND CL,19 TO 21,65.0,Improved,1974,53 years 03 months,365000.0,5615.384615384621,4 HOLLAND CL Singapore,"4, Holland Close, Rochester Hill, Queenstown, Northwest, 271004, Singapore",1.30814235,103.7960137907919
2890,2891,2020-02,QUEENSTOWN,3 ROOM,4,HOLLAND CL,13 TO 15,65.0,Improved,1974,53 years 03 months,375000.0,5769.23076923077,4 HOLLAND CL Singapore,"4, Holland Close, Rochester Hill, Queenstown, Northwest, 271004, Singapore",1.30814235,103.7960137907919
2891,2892,2020-02,QUEENSTOWN,3 ROOM,11,HOLLAND DR,10 TO 12,65.0,Improved,1975,53 years 11 months,406000.0,6246.15384615385,11 HOLLAND DR Singapore,"11, Holland Drive, Rochester Hill, Queenstown, Northwest, 271011, Singapore",1.3088902,103.79383931269706
2892,2893,2020-02,QUEENSTOWN,3 ROOM,18A,HOLLAND DR,07 TO 09,67.0,Model A,2012,91 years 07 months,560000.0,8358.20895522388,18A HOLLAND DR Singapore,"18A, Holland Drive, Rochester Hill, Queenstown, Northwest, 272018, Singapore",1.31104385,103.79195255576951
2893,2894,2020-02,QUEENSTOWN,3 ROOM,18A,HOLLAND DR,19 TO 21,67.0,Model A,2012,91 years 07 months,600000.0,8955.223880597021,18A HOLLAND DR Singapore,"18A, Holland Drive, Rochester Hill, Queenstown, Northwest, 272018, Singapore",1.31104385,103.79195255576951
2894,2895,2020-02,QUEENSTOWN,3 ROOM,165,STIRLING RD,07 TO 09,60.0,Improved,1970,49 years 06 months,255000.0,4250.0,165 STIRLING RD Singapore,"165, Stirling Road, Nepal Hill, Queenstown, Singapore, Central, 140165, Singapore",1.29076505,103.80191705097025
2895,2896,2020-02,QUEENSTOWN,3 ROOM,171,STIRLING RD,13 TO 15,60.0,Improved,1970,49 years 05 months,262000.0,4366.666666666671,171 STIRLING RD Singapore,"171, Stirling Road, Nepal Hill, Queenstown, Singapore, Central, 140171, Singapore",1.2907092,103.80387695003537
2896,2897,2020-02,QUEENSTOWN,3 ROOM,171,STIRLING RD,10 TO 12,60.0,Improved,1970,49 years 05 months,245000.0,4083.3333333333294,171 STIRLING RD Singapore,"171, Stirling Road, Nepal Hill, Queenstown, Singapore, Central, 140171, Singapore",1.2907092,103.80387695003537
2897,2898,2020-02,QUEENSTOWN,3 ROOM,169,STIRLING RD,04 TO 06,60.0,Improved,1970,49 years 05 months,250000.0,4166.666666666671,169 STIRLING RD Singapore,"Stirling Seafood, 169, Stirling Road, Nepal Hill, Queenstown, Singapore, Central, 140170, Singapore",1.2904106,103.803419
2899,2900,2020-02,QUEENSTOWN,4 ROOM,92,DAWSON RD,10 TO 12,95.0,Premium Apartment Loft,2016,95 years 02 months,843888.0,8883.03157894737,92 DAWSON RD Singapore,"SkyTerrace@Dawson, 92, Dawson Road, Queenstown, Singapore, Central, 141092, Singapore",1.2951175,103.81113414168578
2900,2901,2020-02,QUEENSTOWN,4 ROOM,22,GHIM MOH LINK,22 TO 24,92.0,Model A,2013,92 years 02 months,832000.0,9043.47826086957,22 GHIM MOH LINK Singapore,"22, Ghim Moh Link, Rochester Hill, Queenstown, Southwest, 271022, Singapore",1.3092395,103.78569743583037
2901,2902,2020-02,QUEENSTOWN,4 ROOM,22,GHIM MOH LINK,28 TO 30,87.0,Model A,2013,92 years 02 months,865000.0,9942.52873563218,22 GHIM MOH LINK Singapore,"22, Ghim Moh Link, Rochester Hill, Queenstown, Southwest, 271022, Singapore",1.3092395,103.78569743583037
2902,2903,2020-02,QUEENSTOWN,4 ROOM,23,GHIM MOH LINK,25 TO 27,92.0,Model A,2013,92 years 02 months,820000.0,8913.04347826087,23 GHIM MOH LINK Singapore,"23, Ghim Moh Link, Rochester Hill, Queenstown, Southwest, 271023, Singapore",1.3087602999999999,103.78608887143942
2903,2904,2020-02,QUEENSTOWN,4 ROOM,22,GHIM MOH LINK,04 TO 06,92.0,Model A,2013,92 years 02 months,768000.0,8347.82608695652,22 GHIM MOH LINK Singapore,"22, Ghim Moh Link, Rochester Hill, Queenstown, Southwest, 271022, Singapore",1.3092395,103.78569743583037
2904,2905,2020-02,QUEENSTOWN,4 ROOM,15,GHIM MOH RD,04 TO 06,82.0,Improved,1977,56 years,485000.0,5914.63414634146,15 GHIM MOH RD Singapore,"15, Ghim Moh Road, Rochester Hill, Queenstown, Northwest, 270015, Singapore",1.3088975500000002,103.78869339425697
2905,2906,2020-02,QUEENSTOWN,4 ROOM,15,GHIM MOH RD,13 TO 15,82.0,Improved,1977,56 years,520000.0,6341.4634146341505,15 GHIM MOH RD Singapore,"15, Ghim Moh Road, Rochester Hill, Queenstown, Northwest, 270015, Singapore",1.3088975500000002,103.78869339425697
2906,2907,2020-02,QUEENSTOWN,4 ROOM,15,GHIM MOH RD,13 TO 15,82.0,Improved,1977,55 years 11 months,540000.0,6585.36585365854,15 GHIM MOH RD Singapore,"15, Ghim Moh Road, Rochester Hill, Queenstown, Northwest, 270015, Singapore",1.3088975500000002,103.78869339425697
2907,2908,2020-02,QUEENSTOWN,4 ROOM,15,GHIM MOH RD,07 TO 09,82.0,Improved,1977,55 years 11 months,488000.0,5951.219512195121,15 GHIM MOH RD Singapore,"15, Ghim Moh Road, Rochester Hill, Queenstown, Northwest, 270015, Singapore",1.3088975500000002,103.78869339425697
2908,2909,2020-02,QUEENSTOWN,4 ROOM,8,HOLLAND AVE,01 TO 03,82.0,Improved,1974,53 years 03 months,418000.0,5097.56097560976,8 HOLLAND AVE Singapore,"8, Holland Avenue, Rochester Hill, Queenstown, Northwest, 271008, Singapore",1.30669335,103.7945352597159
2909,2910,2020-02,QUEENSTOWN,4 ROOM,3,HOLLAND CL,07 TO 09,105.0,Model A,1998,77 years 09 months,780000.0,7428.571428571429,3 HOLLAND CL Singapore,"3, Holland Close, Rochester Hill, Queenstown, Northwest, 271003, Singapore",1.30820295,103.79671197368137
2910,2911,2020-02,QUEENSTOWN,4 ROOM,4,HOLLAND CL,13 TO 15,88.0,Improved,1974,53 years 04 months,530000.0,6022.72727272727,4 HOLLAND CL Singapore,"4, Holland Close, Rochester Hill, Queenstown, Northwest, 271004, Singapore",1.30814235,103.7960137907919
2911,2912,2020-02,QUEENSTOWN,4 ROOM,143,MEI LING ST,04 TO 06,108.0,Model A,1995,74 years 06 months,624000.0,5777.777777777779,143 MEI LING ST Singapore,"143, Mei Ling Street, Nepal Hill, Queenstown, Singapore, Central, 140143, Singapore",1.2934812999999998,103.80480784074145
2912,2913,2020-02,QUEENSTOWN,4 ROOM,61B,STRATHMORE AVE,16 TO 18,97.0,Model A,2011,90 years 06 months,810000.0,8350.515463917529,61B STRATHMORE AVE Singapore,"Strathmore Green, 61B, Strathmore Avenue, Queenstown, Singapore, Central, Singapore",1.2937216500000002,103.81210258382717
2913,2914,2020-02,QUEENSTOWN,4 ROOM,51,STRATHMORE AVE,16 TO 18,90.0,Model A,2006,85 years 08 months,700000.0,7777.777777777779,51 STRATHMORE AVE Singapore,"Forfar Heights, 51, Strathmore Avenue, Queenstown, Singapore, Central, 140051, Singapore",1.29335185,103.80881338251314
2914,2915,2020-02,QUEENSTOWN,4 ROOM,51,STRATHMORE AVE,04 TO 06,85.0,Model A,2006,85 years 08 months,665000.0,7823.529411764709,51 STRATHMORE AVE Singapore,"Forfar Heights, 51, Strathmore Avenue, Queenstown, Singapore, Central, 140051, Singapore",1.29335185,103.80881338251314
2915,2916,2020-02,QUEENSTOWN,4 ROOM,56,STRATHMORE AVE,01 TO 03,95.0,Model A,2002,81 years 03 months,643000.0,6768.421052631579,56 STRATHMORE AVE Singapore,"56, Strathmore Avenue, Queenstown, Singapore, Central, 140056, Singapore",1.2932171000000001,103.81002406931299
2916,2917,2020-02,QUEENSTOWN,4 ROOM,52,STRATHMORE AVE,13 TO 15,90.0,Model A,2006,85 years 10 months,700000.0,7777.777777777779,52 STRATHMORE AVE Singapore,"Forfar Heights, 52, Strathmore Avenue, Queenstown, Singapore, Central, 141052, Singapore",1.2933132,103.80825663256502
2917,2918,2020-02,QUEENSTOWN,4 ROOM,52,STRATHMORE AVE,13 TO 15,90.0,Model A,2006,85 years 10 months,745000.0,8277.77777777778,52 STRATHMORE AVE Singapore,"Forfar Heights, 52, Strathmore Avenue, Queenstown, Singapore, Central, 141052, Singapore",1.2933132,103.80825663256502
2918,2919,2020-02,QUEENSTOWN,4 ROOM,91,TANGLIN HALT RD,31 TO 33,90.0,Model A,2008,87 years 06 months,780000.0,8666.66666666667,91 TANGLIN HALT RD Singapore,"Commonwealth View, 91, Tanglin Halt Road, Nepal Hill, Queenstown, Singapore, Central, 142091, Singapore",1.30075895,103.79942466626409
2920,2921,2020-02,QUEENSTOWN,5 ROOM,89,DAWSON RD,34 TO 36,99.0,Premium Apartment,2016,95 years 02 months,1038000.0,10484.8484848485,89 DAWSON RD Singapore,"SkyTerrace@Dawson, 89, Dawson Road, Queenstown, Singapore, Central, 142089, Singapore",1.2954462,103.81177656367274
2921,2922,2020-02,QUEENSTOWN,5 ROOM,14,DOVER CL EAST,25 TO 27,119.0,Standard,1978,56 years 11 months,825000.0,6932.7731092437,14 DOVER CL EAST Singapore,"14, Dover Close East, Rochester Hill, Queenstown, Southwest, 130014, Singapore",1.30554365,103.78562712483799
2922,2923,2020-02,QUEENSTOWN,5 ROOM,26,DOVER CRES,01 TO 03,123.0,Standard,1978,56 years 11 months,650000.0,5284.55284552846,26 DOVER CRES Singapore,"26, Dover Crescent, Rochester Hill, Queenstown, Southwest, 130026, Singapore",1.3058657,103.78159250063263
2923,2924,2020-02,QUEENSTOWN,5 ROOM,146,MEI LING ST,07 TO 09,133.0,Model A,1995,74 years 06 months,840000.0,6315.78947368421,146 MEI LING ST Singapore,"146, Mei Ling Street, Nepal Hill, Queenstown, Singapore, Central, 140146, Singapore",1.2939101000000002,103.8045221037272
2924,2925,2020-02,QUEENSTOWN,5 ROOM,21,QUEEN'S CL,07 TO 09,124.0,Improved,1996,75 years 08 months,681888.0,5499.09677419355,21 QUEEN'S CL Singapore,"21, Queen's Close, Queen's View, Queenstown, Singapore, Central, 140021, Singapore",1.29336165,103.80008294580566
2925,2926,2020-02,QUEENSTOWN,5 ROOM,184,STIRLING RD,10 TO 12,115.0,Improved,2000,79 years 10 months,800000.0,6956.5217391304295,184 STIRLING RD Singapore,"184, Stirling Road, Mei Ling Vista, Queenstown, Singapore, Central, 140184, Singapore",1.2956737,103.80427748460718
2926,2927,2020-02,QUEENSTOWN,5 ROOM,50,STRATHMORE AVE,22 TO 24,110.0,Improved,2006,85 years 08 months,850000.0,7727.27272727273,50 STRATHMORE AVE Singapore,"Forfar Heights, 50, Strathmore Avenue, Queenstown, Singapore, Central, 140050, Singapore",1.29384705,103.80876501193279
2927,2928,2020-02,QUEENSTOWN,EXECUTIVE,149,MEI LING ST,07 TO 09,154.0,Maisonette,1995,74 years 08 months,1000000.0,6493.506493506489,149 MEI LING ST Singapore,"149, Mei Ling Street, Nepal Hill, Queenstown, Singapore, Central, 140149, Singapore",1.29486925,103.8049261955866
2928,2929,2020-02,SEMBAWANG,2 ROOM,593B,MONTREAL LINK,01 TO 03,47.0,Model A,2015,94 years 03 months,235000.0,5000.0,593B MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2929,2930,2020-02,SEMBAWANG,2 ROOM,593B,MONTREAL LINK,13 TO 15,47.0,Model A,2015,94 years 03 months,230000.0,4893.6170212766,593B MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2930,2931,2020-02,SEMBAWANG,2 ROOM,463A,SEMBAWANG DR,19 TO 21,46.0,Model A,2015,94 years 03 months,240000.0,5217.39130434783,463A SEMBAWANG DR Singapore,"463A, Sembawang Drive, Sembawang, Northwest, 757622, Singapore",1.4555825,103.81408942773894
2931,2932,2020-02,SEMBAWANG,3 ROOM,591A,MONTREAL LINK,01 TO 03,68.0,Model A,2015,94 years 02 months,292000.0,4294.11764705882,591A MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2932,2933,2020-02,SEMBAWANG,3 ROOM,463A,SEMBAWANG DR,16 TO 18,67.0,Model A,2015,94 years 04 months,285000.0,4253.73134328358,463A SEMBAWANG DR Singapore,"463A, Sembawang Drive, Sembawang, Northwest, 757622, Singapore",1.4555825,103.81408942773894
2933,2934,2020-02,SEMBAWANG,4 ROOM,469A,ADMIRALTY DR,07 TO 09,102.0,Premium Apartment,2001,80 years 07 months,340000.0,3333.3333333333303,469A ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2934,2935,2020-02,SEMBAWANG,4 ROOM,357B,ADMIRALTY DR,01 TO 03,94.0,Premium Apartment,2001,80 years 04 months,302000.0,3212.7659574468103,357B ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2935,2936,2020-02,SEMBAWANG,4 ROOM,469B,ADMIRALTY DR,10 TO 12,102.0,Premium Apartment,2001,80 years 06 months,345000.0,3382.35294117647,469B ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2936,2937,2020-02,SEMBAWANG,4 ROOM,357,ADMIRALTY DR,10 TO 12,94.0,Premium Apartment,2001,80 years 04 months,375000.0,3989.36170212766,357 ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2937,2938,2020-02,SEMBAWANG,4 ROOM,469B,ADMIRALTY DR,10 TO 12,102.0,Premium Apartment,2001,80 years 06 months,346000.0,3392.1568627451,469B ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2938,2939,2020-02,SEMBAWANG,4 ROOM,490,ADMIRALTY LINK,10 TO 12,94.0,Model A,2010,89 years 06 months,342888.0,3647.7446808510604,490 ADMIRALTY LINK Singapore,"490, Admiralty Link, Sembawang, Northwest, 757521, Singapore",1.4553484,103.8172466685044
2939,2940,2020-02,SEMBAWANG,4 ROOM,490,ADMIRALTY LINK,04 TO 06,94.0,Model A,2010,89 years 06 months,346000.0,3680.85106382979,490 ADMIRALTY LINK Singapore,"490, Admiralty Link, Sembawang, Northwest, 757521, Singapore",1.4553484,103.8172466685044
2940,2941,2020-02,SEMBAWANG,4 ROOM,503B,CANBERRA LINK,04 TO 06,90.0,Model A,2001,80 years 06 months,336000.0,3733.3333333333294,503B CANBERRA LINK Singapore,"Canberra Link, Sembawang, Northwest, 768080, Singapore",1.4477019,103.8266859
2941,2942,2020-02,SEMBAWANG,4 ROOM,304,CANBERRA RD,04 TO 06,100.0,Model A,1998,77 years 10 months,355000.0,3550.0,304 CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 768124, Singapore",1.4463459,103.8230226
2942,2943,2020-02,SEMBAWANG,4 ROOM,593A,MONTREAL LINK,13 TO 15,93.0,Model A,2015,94 years 02 months,418000.0,4494.62365591398,593A MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2943,2944,2020-02,SEMBAWANG,4 ROOM,592C,MONTREAL LINK,04 TO 06,93.0,Model A,2015,94 years 02 months,380000.0,4086.0215053763395,592C MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2944,2945,2020-02,SEMBAWANG,4 ROOM,590B,MONTREAL LINK,16 TO 18,93.0,Model A,2015,94 years 02 months,410000.0,4408.602150537629,590B MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2945,2946,2020-02,SEMBAWANG,4 ROOM,592A,MONTREAL LINK,04 TO 06,93.0,Model A,2015,94 years 02 months,375000.0,4032.2580645161297,592A MONTREAL LINK Singapore,"Montreal Link, Sembawang, Northwest, 752592, Singapore",1.450926,103.8267218
2946,2947,2020-02,SEMBAWANG,4 ROOM,325,SEMBAWANG CRES,10 TO 12,101.0,Model A,1999,78 years 04 months,355000.0,3514.85148514851,325 SEMBAWANG CRES Singapore,"Sembawang Crescent, Sembawang, Northwest, 751363, Singapore",1.4454444,103.8152207
2947,2948,2020-02,SEMBAWANG,4 ROOM,478,SEMBAWANG DR,04 TO 06,90.0,Model A,2000,79 years 06 months,305000.0,3388.8888888888896,478 SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2948,2949,2020-02,SEMBAWANG,4 ROOM,466D,SEMBAWANG DR,16 TO 18,93.0,Premium Apartment,2006,85 years,350000.0,3763.44086021505,466D SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2949,2950,2020-02,SEMBAWANG,4 ROOM,466A,SEMBAWANG DR,10 TO 12,90.0,Premium Apartment,2006,85 years,341888.0,3798.7555555555605,466A SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2950,2951,2020-02,SEMBAWANG,4 ROOM,479,SEMBAWANG DR,04 TO 06,86.0,Model A2,2000,79 years 05 months,290000.0,3372.09302325581,479 SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2951,2952,2020-02,SEMBAWANG,5 ROOM,359,ADMIRALTY DR,13 TO 15,111.0,Premium Apartment,2001,80 years 07 months,429000.0,3864.8648648648705,359 ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2952,2953,2020-02,SEMBAWANG,5 ROOM,468B,ADMIRALTY DR,01 TO 03,118.0,Premium Apartment,2001,80 years 04 months,360000.0,3050.8474576271196,468B ADMIRALTY DR Singapore,"468B, Admiralty Drive, Sembawang, Northwest, 752468, Singapore",1.4500965,103.81423175
2953,2954,2020-02,SEMBAWANG,5 ROOM,357C,ADMIRALTY DR,01 TO 03,114.0,Premium Apartment,2001,80 years 04 months,413000.0,3622.8070175438597,357C ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2954,2955,2020-02,SEMBAWANG,5 ROOM,483,ADMIRALTY LINK,13 TO 15,111.0,Improved,2004,83 years 03 months,372000.0,3351.35135135135,483 ADMIRALTY LINK Singapore,"Admiralty Link, Sembawang, Northwest, 757521, Singapore",1.4556011,103.8178952
2955,2956,2020-02,SEMBAWANG,5 ROOM,350B,CANBERRA RD,07 TO 09,110.0,Improved,2001,80 years 08 months,470000.0,4272.72727272727,350B CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 768124, Singapore",1.4463459,103.8230226
2956,2957,2020-02,SEMBAWANG,5 ROOM,350C,CANBERRA RD,10 TO 12,110.0,Improved,2001,80 years 08 months,470000.0,4272.72727272727,350C CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 768124, Singapore",1.4463459,103.8230226
2957,2958,2020-02,SEMBAWANG,5 ROOM,588C,MONTREAL DR,13 TO 15,110.0,Improved,2003,81 years 11 months,406000.0,3690.90909090909,588C MONTREAL DR Singapore,"Montreal Drive, Sembawang, Northwest, 757702, Singapore",1.4510366,103.8246799
2958,2959,2020-02,SEMBAWANG,5 ROOM,341B,SEMBAWANG CL,07 TO 09,110.0,Premium Apartment,2001,80 years 04 months,425000.0,3863.63636363636,341B SEMBAWANG CL Singapore,"Sembawang Close, Sun Trellis, Sembawang, Northwest, 750333, Singapore",1.4475897,103.8171664
2959,2960,2020-02,SEMBAWANG,5 ROOM,332,SEMBAWANG CL,01 TO 03,115.0,Improved,1999,78 years 05 months,418000.0,3634.78260869565,332 SEMBAWANG CL Singapore,"Sembawang Close, Sun Trellis, Sembawang, Northwest, 750333, Singapore",1.4475897,103.8171664
2960,2961,2020-02,SEMBAWANG,5 ROOM,466C,SEMBAWANG DR,19 TO 21,111.0,Premium Apartment,2006,85 years,435000.0,3918.91891891892,466C SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2961,2962,2020-02,SEMBAWANG,5 ROOM,409,SEMBAWANG DR,04 TO 06,110.0,Improved,2001,80 years 03 months,348000.0,3163.63636363636,409 SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2962,2963,2020-02,SEMBAWANG,5 ROOM,313,SEMBAWANG DR,01 TO 03,120.0,Improved,1999,78 years,405000.0,3375.0,313 SEMBAWANG DR Singapore,"Sembawang Drive, Sembawang, Northwest, 757632, Singapore",1.445333,103.8199737
2963,2964,2020-02,SEMBAWANG,EXECUTIVE,354D,ADMIRALTY DR,07 TO 09,126.0,Apartment,2002,81 years,540000.0,4285.71428571429,354D ADMIRALTY DR Singapore,"Admiralty Drive, Sembawang, Northwest, 750362, Singapore",1.4481635,103.8145015
2964,2965,2020-02,SEMBAWANG,EXECUTIVE,503A,CANBERRA LINK,07 TO 09,130.0,Apartment,2001,80 years 06 months,510000.0,3923.07692307692,503A CANBERRA LINK Singapore,"Canberra Link, Sembawang, Northwest, 768080, Singapore",1.4477019,103.8266859
2965,2966,2020-02,SEMBAWANG,EXECUTIVE,305,CANBERRA RD,13 TO 15,141.0,Apartment,1998,77 years 09 months,510000.0,3617.02127659574,305 CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 768124, Singapore",1.4463459,103.8230226
2966,2967,2020-02,SEMBAWANG,EXECUTIVE,423,CANBERRA RD,13 TO 15,130.0,Apartment,2001,80 years 01 month,478000.0,3676.92307692308,423 CANBERRA RD Singapore,"Canberra Road, Sembawang, Northwest, 768124, Singapore",1.4463459,103.8230226
2967,2968,2020-02,SEMBAWANG,EXECUTIVE,502A,WELLINGTON CIRCLE,01 TO 03,130.0,Apartment,2001,80 years 07 months,500000.0,3846.1538461538503,502A WELLINGTON CIRCLE Singapore,"Wellington Circle, Sembawang, Northwest, 750419, Singapore",1.4520193,103.8203904
2968,2969,2020-02,SEMBAWANG,EXECUTIVE,501D,WELLINGTON CIRCLE,07 TO 09,130.0,Apartment,2001,80 years 06 months,530000.0,4076.92307692308,501D WELLINGTON CIRCLE Singapore,"Wellington Circle, Sembawang, Northwest, 750419, Singapore",1.4520193,103.8203904
2972,2973,2020-02,SENGKANG,2 ROOM,448B,SENGKANG WEST WAY,13 TO 15,46.0,Model A,2014,93 years 05 months,233000.0,5065.21739130435,448B SENGKANG WEST WAY Singapore,"448B, Sengkang West Way, Seng Kang, Singapore, Central, 792448, Singapore",1.3934400500000002,103.87325535512045
2973,2974,2020-02,SENGKANG,3 ROOM,414A,FERNVALE LINK,07 TO 09,68.0,Model A,2016,94 years 11 months,337888.0,4968.941176470589,414A FERNVALE LINK Singapore,"414A, Fernvale Link, Seng Kang, Singapore, Central, 791414, Singapore",1.3895406000000001,103.8797349845855
2974,2975,2020-02,SENGKANG,3 ROOM,414B,FERNVALE LINK,22 TO 24,68.0,Model A,2016,94 years 11 months,360000.0,5294.11764705882,414B FERNVALE LINK Singapore,"414B, Fernvale Link, Seng Kang, Singapore, Central, 792414, Singapore",1.3900217499999998,103.87980884999999
2975,2976,2020-02,SENGKANG,3 ROOM,414B,FERNVALE LINK,13 TO 15,68.0,Model A,2016,94 years 11 months,345000.0,5073.52941176471,414B FERNVALE LINK Singapore,"414B, Fernvale Link, Seng Kang, Singapore, Central, 792414, Singapore",1.3900217499999998,103.87980884999999
2976,2977,2020-02,SENGKANG,3 ROOM,445A,FERNVALE RD,10 TO 12,68.0,Model A,2012,91 years 09 months,335888.0,4939.52941176471,445A FERNVALE RD Singapore,"445A, Fernvale Road, Seng Kang, Singapore, Central, 791445, Singapore",1.3922286,103.8742255322274
2977,2978,2020-02,SENGKANG,3 ROOM,279C,SENGKANG EAST AVE,10 TO 12,67.0,Premium Apartment,2015,94 years 06 months,420000.0,6268.6567164179105,279C SENGKANG EAST AVE Singapore,"279C, Sengkang East Avenue, Seng Kang, Northeast, 543279, Singapore",1.3857545500000001,103.89252231782407
2978,2979,2020-02,SENGKANG,3 ROOM,281A,SENGKANG EAST AVE,07 TO 09,67.0,Premium Apartment,2015,94 years 06 months,405000.0,6044.77611940299,281A SENGKANG EAST AVE Singapore,"281A, Sengkang East Avenue, Seng Kang, Northeast, 541281, Singapore",1.3861189,103.89156944333334
2979,2980,2020-02,SENGKANG,3 ROOM,279A,SENGKANG EAST AVE,04 TO 06,67.0,Premium Apartment,2015,94 years 06 months,418000.0,6238.80597014925,279A SENGKANG EAST AVE Singapore,"279A, Sengkang East Avenue, Seng Kang, Northeast, 541279, Singapore",1.3858454,103.89289586212121
2980,2981,2020-02,SENGKANG,3 ROOM,448B,SENGKANG WEST WAY,04 TO 06,67.0,Model A,2014,93 years 05 months,330000.0,4925.37313432836,448B SENGKANG WEST WAY Singapore,"448B, Sengkang West Way, Seng Kang, Singapore, Central, 792448, Singapore",1.3934400500000002,103.87325535512045
2981,2982,2020-02,SENGKANG,3 ROOM,450B,SENGKANG WEST WAY,07 TO 09,67.0,Model A,2014,93 years 05 months,330000.0,4925.37313432836,450B SENGKANG WEST WAY Singapore,"450B, Sengkang West Way, Seng Kang, Singapore, Central, 798784, Singapore",1.3940498,103.87333817017384
2982,2983,2020-02,SENGKANG,4 ROOM,336D,ANCHORVALE CRES,10 TO 12,95.0,Premium Apartment,2015,94 years 10 months,490000.0,5157.8947368421,336D ANCHORVALE CRES Singapore,"336D, Anchorvale Crescent, Seng Kang, Northeast, 544336, Singapore",1.3977898,103.88824375692695
2983,2984,2020-02,SENGKANG,4 ROOM,334C,ANCHORVALE CRES,13 TO 15,95.0,Premium Apartment,2015,94 years 10 months,505000.0,5315.78947368421,334C ANCHORVALE CRES Singapore,"334C, Anchorvale Crescent, Seng Kang, Northeast, 543334, Singapore",1.3974189,103.88980257103674
2984,2985,2020-02,SENGKANG,4 ROOM,336D,ANCHORVALE CRES,13 TO 15,92.0,Premium Apartment,2015,94 years 10 months,488000.0,5304.347826086961,336D ANCHORVALE CRES Singapore,"336D, Anchorvale Crescent, Seng Kang, Northeast, 544336, Singapore",1.3977898,103.88824375692695
2985,2986,2020-02,SENGKANG,4 ROOM,335C,ANCHORVALE CRES,01 TO 03,92.0,Premium Apartment,2015,94 years 10 months,432000.0,4695.652173913039,335C ANCHORVALE CRES Singapore,"335C, Anchorvale Crescent, Seng Kang, Northeast, 543335, Singapore",1.39852735,103.88830660999184
2986,2987,2020-02,SENGKANG,4 ROOM,334A,ANCHORVALE CRES,01 TO 03,92.0,Premium Apartment,2015,94 years 10 months,425000.0,4619.5652173913,334A ANCHORVALE CRES Singapore,"334A, Anchorvale Crescent, Seng Kang, Northeast, 541334, Singapore",1.3984442000000001,103.88962607213378
