,Unnamed: 0,month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,unit_price,full_address,gcode,lat,long
9962,9963,2020-07,PASIR RIS,3 ROOM,527C,PASIR RIS ST 51,10 TO 12,68.0,Model A,2015,94 years 01 month,410000.0,6029.41176470588,527C PASIR RIS ST 51 Singapore,"527C, Pasir Ris Street 51, Pasir Ris, Northeast, 513527, Singapore",1.3694536,103.94797924102188
9963,9964,2020-07,PASIR RIS,3 ROOM,527B,PASIR RIS ST 51,01 TO 03,68.0,Model A,2015,94 years 03 months,360000.0,5294.11764705882,527B PASIR RIS ST 51 Singapore,"527B, Pasir Ris Street 51, Pasir Ris, Northeast, 512527, Singapore",1.36908325,103.94783080547919
9964,9965,2020-07,PASIR RIS,3 ROOM,527D,PASIR RIS ST 51,07 TO 09,68.0,Model A,2015,94 years 01 month,378000.0,5558.82352941176,527D PASIR RIS ST 51 Singapore,"Sheng Siong, 527D, Pasir Ris Street 51, Pasir Ris, Northeast, 514527, Singapore",1.3696509,103.9479234
9965,9966,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,01 TO 03,68.0,Model A,2015,94 years,375000.0,5514.70588235294,528A PASIR RIS ST 51 Singapore,"528A, Pasir Ris Street 51, Pasir Ris, Northeast, 511528, Singapore",1.37024415,103.94797883887789
9966,9967,2020-07,PASIR RIS,3 ROOM,528A,PASIR RIS ST 51,04 TO 06,68.0,Model A,2015,94 years,380000.0,5588.2352941176505,528A PASIR RIS ST 51 Singapore,"528A, Pasir Ris Street 51, Pasir Ris, Northeast, 511528, Singapore",1.37024415,103.94797883887789
9967,9968,2020-07,PASIR RIS,3 ROOM,527D,PASIR RIS ST 51,01 TO 03,68.0,Model A,2015,94 years,378000.0,5558.82352941176,527D PASIR RIS ST 51 Singapore,"Sheng Siong, 527D, Pasir Ris Street 51, Pasir Ris, Northeast, 514527, Singapore",1.3696509,103.9479234
9968,9969,2020-07,PASIR RIS,4 ROOM,640,PASIR RIS DR 1,10 TO 12,104.0,Model A,1995,73 years 09 months,400000.0,3846.1538461538503,640 PASIR RIS DR 1 Singapore,"640, Pasir Ris Drive 1, Pasir Ris, Northeast, 510640, Singapore",1.37584155,103.94036124124791
9969,9970,2020-07,PASIR RIS,4 ROOM,704,PASIR RIS DR 10,01 TO 03,116.0,Model A,1996,74 years 06 months,453000.0,3905.1724137931,704 PASIR RIS DR 10 Singapore,"704, Pasir Ris Drive 10, Pasir Ris, Northeast, 510704, Singapore",1.3807893999999998,103.93728047442661
9970,9971,2020-07,PASIR RIS,4 ROOM,484,PASIR RIS DR 4,04 TO 06,104.0,Model A,1992,71 years 05 months,385000.0,3701.92307692308,484 PASIR RIS DR 4 Singapore,"484, Pasir Ris Drive 4, Pasir Ris, Northeast, 510484, Singapore",1.3739139,103.96077126445415
9971,9972,2020-07,PASIR RIS,4 ROOM,475,PASIR RIS DR 6,04 TO 06,105.0,Model A,1990,68 years 11 months,428000.0,4076.19047619048,475 PASIR RIS DR 6 Singapore,"475, Pasir Ris Drive 6, Pasir Ris, Northeast, 510475, Singapore",1.3749312,103.95742590422589
9972,9973,2020-07,PASIR RIS,4 ROOM,469,PASIR RIS DR 6,01 TO 03,108.0,Model A,1989,68 years 02 months,395000.0,3657.40740740741,469 PASIR RIS DR 6 Singapore,"469, Pasir Ris Drive 6, Pasir Ris, Northeast, 510469, Singapore",1.37356525,103.95759090075211
9973,9974,2020-07,PASIR RIS,4 ROOM,477,PASIR RIS DR 6,04 TO 06,103.0,Model A,1989,68 years 03 months,418000.0,4058.2524271844704,477 PASIR RIS DR 6 Singapore,"477, Pasir Ris Drive 6, Pasir Ris, Northeast, 510477, Singapore",1.374822,103.9585860337129
9974,9975,2020-07,PASIR RIS,4 ROOM,475,PASIR RIS DR 6,04 TO 06,103.0,Model A,1990,68 years 10 months,410000.0,3980.5825242718397,475 PASIR RIS DR 6 Singapore,"475, Pasir Ris Drive 6, Pasir Ris, Northeast, 510475, Singapore",1.3749312,103.95742590422589
9975,9976,2020-07,PASIR RIS,4 ROOM,113,PASIR RIS ST 11,07 TO 09,103.0,Model A,1990,68 years 09 months,380000.0,3689.32038834951,113 PASIR RIS ST 11 Singapore,"113, Pasir Ris Street 11, Pasir Ris, Northeast, 510113, Singapore",1.36807265,103.95584063534807
9976,9977,2020-07,PASIR RIS,4 ROOM,125,PASIR RIS ST 11,01 TO 03,106.0,Model A,1989,67 years 08 months,363000.0,3424.5283018867894,125 PASIR RIS ST 11 Singapore,"125, Pasir Ris Street 11, Pasir Ris, Northeast, 510125, Singapore",1.3660727499999998,103.9547328258117
9977,9978,2020-07,PASIR RIS,4 ROOM,216,PASIR RIS ST 21,10 TO 12,108.0,Model A,1993,72 years 01 month,410000.0,3796.2962962963,216 PASIR RIS ST 21 Singapore,"216, Pasir Ris Street 21, Pasir Ris, Northeast, 510216, Singapore",1.36891615,103.96062024699435
9978,9979,2020-07,PASIR RIS,4 ROOM,524A,PASIR RIS ST 51,04 TO 06,93.0,Model A,2015,94 years 01 month,487000.0,5236.55913978495,524A PASIR RIS ST 51 Singapore,"524A, Pasir Ris Street 51, Pasir Ris, Northeast, 511524, Singapore",1.37136875,103.94749979221697
9979,9980,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,01 TO 03,93.0,Model A,2015,94 years 01 month,480000.0,5161.290322580639,526D PASIR RIS ST 51 Singapore,"526D, Pasir Ris Street 51, Pasir Ris, Northeast, 514526, Singapore",1.36880055,103.94740832894584
9980,9981,2020-07,PASIR RIS,4 ROOM,525A,PASIR RIS ST 51,01 TO 03,93.0,Model A,2015,94 years,498000.0,5354.83870967742,525A PASIR RIS ST 51 Singapore,"525A, Pasir Ris Street 51, Pasir Ris, Northeast, 511525, Singapore",1.3692844499999999,103.94718893366309
9981,9982,2020-07,PASIR RIS,4 ROOM,524A,PASIR RIS ST 51,10 TO 12,93.0,Model A,2015,94 years,537000.0,5774.193548387099,524A PASIR RIS ST 51 Singapore,"524A, Pasir Ris Street 51, Pasir Ris, Northeast, 511524, Singapore",1.37136875,103.94749979221697
9982,9983,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,07 TO 09,93.0,Model A,2015,94 years,520000.0,5591.397849462371,526D PASIR RIS ST 51 Singapore,"526D, Pasir Ris Street 51, Pasir Ris, Northeast, 514526, Singapore",1.36880055,103.94740832894584
9983,9984,2020-07,PASIR RIS,4 ROOM,526D,PASIR RIS ST 51,07 TO 09,93.0,Model A,2015,94 years,528000.0,5677.419354838709,526D PASIR RIS ST 51 Singapore,"526D, Pasir Ris Street 51, Pasir Ris, Northeast, 514526, Singapore",1.36880055,103.94740832894584
9984,9985,2020-07,PASIR RIS,4 ROOM,528B,PASIR RIS ST 51,01 TO 03,93.0,Model A,2015,94 years,482000.0,5182.79569892473,528B PASIR RIS ST 51 Singapore,"528B, Pasir Ris Street 51, Pasir Ris, Northeast, 512528, Singapore",1.3706511,103.94812842330498
9985,9986,2020-07,PASIR RIS,4 ROOM,528B,PASIR RIS ST 51,07 TO 09,93.0,Model A,2015,94 years,525000.0,5645.16129032258,528B PASIR RIS ST 51 Singapore,"528B, Pasir Ris Street 51, Pasir Ris, Northeast, 512528, Singapore",1.3706511,103.94812842330498
9986,9987,2020-07,PASIR RIS,4 ROOM,526C,PASIR RIS ST 51,13 TO 15,93.0,Model A,2015,94 years,543000.0,5838.709677419361,526C PASIR RIS ST 51 Singapore,"526C, Pasir Ris Street 51, Pasir Ris, Northeast, 513526, Singapore",1.36837695,103.94705934504562
9987,9988,2020-07,PASIR RIS,4 ROOM,559,PASIR RIS ST 51,01 TO 03,104.0,Model A,1993,72 years,355000.0,3413.46153846154,559 PASIR RIS ST 51 Singapore,"559, Pasir Ris Street 51, Pasir Ris, Northeast, 510559, Singapore",1.36651255,103.9515643511161
9988,9989,2020-07,PASIR RIS,4 ROOM,524B,PASIR RIS ST 51,04 TO 06,93.0,Model A,2015,94 years,500000.0,5376.34408602151,524B PASIR RIS ST 51 Singapore,"524B, Pasir Ris Street 51, Pasir Ris, Northeast, 512524, Singapore",1.37099675,103.94747409761905
9989,9990,2020-07,PASIR RIS,4 ROOM,525C,PASIR RIS ST 51,07 TO 09,93.0,Model A,2015,94 years,531000.0,5709.67741935484,525C PASIR RIS ST 51 Singapore,"525C, Pasir Ris Street 51, Pasir Ris, Northeast, 513525, Singapore",1.3700931,103.94757547001231
9990,9991,2020-07,PASIR RIS,4 ROOM,525C,PASIR RIS ST 51,07 TO 09,93.0,Model A,2015,94 years,525000.0,5645.16129032258,525C PASIR RIS ST 51 Singapore,"525C, Pasir Ris Street 51, Pasir Ris, Northeast, 513525, Singapore",1.3700931,103.94757547001231
9991,9992,2020-07,PASIR RIS,4 ROOM,515,PASIR RIS ST 52,13 TO 15,106.0,Model A,1993,72 years 05 months,437000.0,4122.64150943396,515 PASIR RIS ST 52 Singapore,"515, Pasir Ris Street 52, Pasir Ris, Northeast, 510515, Singapore",1.37419445,103.94288374639022
9992,9993,2020-07,PASIR RIS,4 ROOM,572,PASIR RIS ST 53,04 TO 06,113.0,Model A,1995,74 years 04 months,465000.0,4115.0442477876095,572 PASIR RIS ST 53 Singapore,"572, Pasir Ris Street 53, Pasir Ris, Northeast, 510572, Singapore",1.3734709,103.94553328857182
9993,9994,2020-07,PASIR RIS,4 ROOM,571,PASIR RIS ST 53,10 TO 12,109.0,Model A,1995,74 years 03 months,458888.0,4209.98165137615,571 PASIR RIS ST 53 Singapore,"571, Pasir Ris Street 53, Pasir Ris, Northeast, 510571, Singapore",1.3730506,103.9456718152035
9994,9995,2020-07,PASIR RIS,4 ROOM,762,PASIR RIS ST 71,04 TO 06,106.0,Model A,1996,75 years 04 months,420000.0,3962.2641509434,762 PASIR RIS ST 71 Singapore,"762, Pasir Ris Street 71, Pasir Ris, Northeast, 510762, Singapore",1.3757595,103.93380542550393
9995,9996,2020-07,PASIR RIS,4 ROOM,760,PASIR RIS ST 71,04 TO 06,106.0,Model A,1996,75 years 03 months,382000.0,3603.7735849056603,760 PASIR RIS ST 71 Singapore,"760, Pasir Ris Street 71, Pasir Ris, Northeast, 510760, Singapore",1.37648345,103.93334227957239
9996,9997,2020-07,PASIR RIS,4 ROOM,741,PASIR RIS ST 71,01 TO 03,104.0,Model A,1996,75 years 03 months,390000.0,3750.0,741 PASIR RIS ST 71 Singapore,"741, Pasir Ris Street 71, Pasir Ris, Northeast, 510741, Singapore",1.37764995,103.93651090925701
9997,9998,2020-07,PASIR RIS,4 ROOM,748,PASIR RIS ST 71,13 TO 15,106.0,Model A,1996,75 years 05 months,428888.0,4046.1132075471705,748 PASIR RIS ST 71 Singapore,"748, Pasir Ris Street 71, Pasir Ris, Northeast, 510748, Singapore",1.3784302,103.93491848485087
9998,9999,2020-07,PASIR RIS,4 ROOM,762,PASIR RIS ST 71,07 TO 09,104.0,Model A,1996,75 years 03 months,400000.0,3846.1538461538503,762 PASIR RIS ST 71 Singapore,"762, Pasir Ris Street 71, Pasir Ris, Northeast, 510762, Singapore",1.3757595,103.93380542550393
9999,10000,2020-07,PASIR RIS,4 ROOM,772,PASIR RIS ST 71,01 TO 03,104.0,Model A,1996,75 years 01 month,370000.0,3557.6923076923104,772 PASIR RIS ST 71 Singapore,"772, Pasir Ris Street 71, Pasir Ris, Northeast, 510772, Singapore",1.3753746,103.93678253875032
10000,10001,2020-07,PASIR RIS,4 ROOM,719,PASIR RIS ST 72,04 TO 06,104.0,Model A,1996,75 years 01 month,390000.0,3750.0,719 PASIR RIS ST 72 Singapore,"719, Pasir Ris Street 72, Pasir Ris, Northeast, 510719, Singapore",1.3820707,103.93687345427091
10001,10002,2020-07,PASIR RIS,4 ROOM,718,PASIR RIS ST 72,04 TO 06,111.0,Model A,1996,75 years,440000.0,3963.96396396396,718 PASIR RIS ST 72 Singapore,"718, Pasir Ris Street 72, Pasir Ris, Northeast, 510718, Singapore",1.38233395,103.9363111654676
10002,10003,2020-07,PASIR RIS,5 ROOM,406,PASIR RIS DR 6,10 TO 12,122.0,Improved,1989,68 years 06 months,505000.0,4139.34426229508,406 PASIR RIS DR 6 Singapore,"406, Pasir Ris Drive 6, Pasir Ris, Northeast, 510406, Singapore",1.37379075,103.95542185
10003,10004,2020-07,PASIR RIS,5 ROOM,473,PASIR RIS DR 6,07 TO 09,122.0,Improved,1989,68 years 01 month,511000.0,4188.524590163929,473 PASIR RIS DR 6 Singapore,"473, Pasir Ris Drive 6, Pasir Ris, Northeast, 510473, Singapore",1.37450425,103.95738272555795
10004,10005,2020-07,PASIR RIS,5 ROOM,472,PASIR RIS DR 6,04 TO 06,122.0,Improved,1989,68 years,525000.0,4303.27868852459,472 PASIR RIS DR 6 Singapore,"472, Pasir Ris Drive 6, Pasir Ris, Northeast, 510472, Singapore",1.3741917,103.95731785038265
10005,10006,2020-07,PASIR RIS,5 ROOM,416,PASIR RIS DR 6,07 TO 09,122.0,Improved,1989,68 years 05 months,468000.0,3836.06557377049,416 PASIR RIS DR 6 Singapore,"416, Pasir Ris Drive 6, Pasir Ris, Northeast, 510416, Singapore",1.3716565,103.9556941
10006,10007,2020-07,PASIR RIS,5 ROOM,121,PASIR RIS ST 11,04 TO 06,132.0,Improved,1989,67 years 10 months,503888.0,3817.3333333333294,121 PASIR RIS ST 11 Singapore,"121, Pasir Ris Street 11, Pasir Ris, Northeast, 510121, Singapore",1.3668819,103.95456399229181
10007,10008,2020-07,PASIR RIS,5 ROOM,186,PASIR RIS ST 11,07 TO 09,124.0,Improved,1993,72 years,450000.0,3629.03225806452,186 PASIR RIS ST 11 Singapore,"186, Pasir Ris Street 11, Pasir Ris, Northeast, 510186, Singapore",1.3650457999999999,103.9595673500935
10008,10009,2020-07,PASIR RIS,5 ROOM,126,PASIR RIS ST 11,10 TO 12,128.0,Improved,1989,67 years 11 months,430000.0,3359.375,126 PASIR RIS ST 11 Singapore,"126, Pasir Ris Street 11, Pasir Ris, Northeast, 510126, Singapore",1.3655590499999999,103.955089142883
10009,10010,2020-07,PASIR RIS,5 ROOM,190,PASIR RIS ST 12,07 TO 09,123.0,Improved,1993,72 years 02 months,490000.0,3983.7398373983706,190 PASIR RIS ST 12 Singapore,"190, Pasir Ris Street 12, Pasir Ris, Northeast, 510190, Singapore",1.3655309,103.95873804399855
10010,10011,2020-07,PASIR RIS,5 ROOM,188,PASIR RIS ST 12,04 TO 06,122.0,Improved,1993,72 years 02 months,458000.0,3754.0983606557397,188 PASIR RIS ST 12 Singapore,"188, Pasir Ris Street 12, Pasir Ris, Northeast, 510188, Singapore",1.3652171,103.95916149600663
10011,10012,2020-07,PASIR RIS,5 ROOM,105,PASIR RIS ST 12,10 TO 12,122.0,Improved,1989,67 years 07 months,450000.0,3688.5245901639296,105 PASIR RIS ST 12 Singapore,"105, Pasir Ris Street 12, Pasir Ris, Northeast, 510105, Singapore",1.3684349,103.9576055979098
10012,10013,2020-07,PASIR RIS,5 ROOM,227,PASIR RIS ST 21,01 TO 03,127.0,Improved,1993,72 years 01 month,445000.0,3503.93700787402,227 PASIR RIS ST 21 Singapore,"227, Pasir Ris Street 21, Pasir Ris, Northeast, 510227, Singapore",1.37162985,103.9615354976422
10013,10014,2020-07,PASIR RIS,5 ROOM,229,PASIR RIS ST 21,04 TO 06,130.0,Model A,1993,72 years 01 month,485000.0,3730.7692307692296,229 PASIR RIS ST 21 Singapore,"229, Pasir Ris Street 21, Pasir Ris, Northeast, 510229, Singapore",1.3724501,103.96194765190614
10014,10015,2020-07,PASIR RIS,5 ROOM,273,PASIR RIS ST 21,01 TO 03,126.0,Improved,1994,72 years 10 months,515000.0,4087.30158730159,273 PASIR RIS ST 21 Singapore,"Pasir Ris Street 21, Pasir Ris, Northeast, 510229, Singapore",1.3727949,103.9621322
10015,10016,2020-07,PASIR RIS,5 ROOM,211,PASIR RIS ST 21,07 TO 09,135.0,Model A,1993,71 years 11 months,490000.0,3629.6296296296296,211 PASIR RIS ST 21 Singapore,"211, Pasir Ris Street 21, Pasir Ris, Northeast, 510211, Singapore",1.3673451,103.96126270244702
10016,10017,2020-07,PASIR RIS,5 ROOM,214,PASIR RIS ST 21,04 TO 06,126.0,Improved,1993,72 years 01 month,450000.0,3571.4285714285706,214 PASIR RIS ST 21 Singapore,"214, Pasir Ris Street 21, Pasir Ris, Northeast, 510214, Singapore",1.3677937500000001,103.96120769412082
10017,10018,2020-07,PASIR RIS,5 ROOM,226,PASIR RIS ST 21,07 TO 09,130.0,Model A,1993,72 years,520000.0,4000.0,226 PASIR RIS ST 21 Singapore,"226, Pasir Ris Street 21, Pasir Ris, Northeast, 510226, Singapore",1.3712909,103.96163684575282
10018,10019,2020-07,PASIR RIS,5 ROOM,225,PASIR RIS ST 21,04 TO 06,130.0,Model A,1993,72 years,476000.0,3661.53846153846,225 PASIR RIS ST 21 Singapore,"225, Pasir Ris Street 21, Pasir Ris, Northeast, 510225, Singapore",1.3711722000000002,103.96111873407813
10019,10020,2020-07,PASIR RIS,5 ROOM,528B,PASIR RIS ST 51,10 TO 12,113.0,Improved,2015,94 years 01 month,666000.0,5893.80530973451,528B PASIR RIS ST 51 Singapore,"528B, Pasir Ris Street 51, Pasir Ris, Northeast, 512528, Singapore",1.3706511,103.94812842330498
10020,10021,2020-07,PASIR RIS,5 ROOM,528B,PASIR RIS ST 51,13 TO 15,113.0,Improved,2015,94 years 01 month,655000.0,5796.46017699115,528B PASIR RIS ST 51 Singapore,"528B, Pasir Ris Street 51, Pasir Ris, Northeast, 512528, Singapore",1.3706511,103.94812842330498
10021,10022,2020-07,PASIR RIS,5 ROOM,525B,PASIR RIS ST 51,07 TO 09,113.0,Improved,2015,94 years 02 months,643000.0,5690.265486725661,525B PASIR RIS ST 51 Singapore,"525B, Pasir Ris Street 51, Pasir Ris, Northeast, 512525, Singapore",1.3696739999999998,103.94742796229676
10022,10023,2020-07,PASIR RIS,5 ROOM,528B,PASIR RIS ST 51,01 TO 03,113.0,Improved,2015,94 years,595000.0,5265.48672566372,528B PASIR RIS ST 51 Singapore,"528B, Pasir Ris Street 51, Pasir Ris, Northeast, 512528, Singapore",1.3706511,103.94812842330498
10023,10024,2020-07,PASIR RIS,5 ROOM,524C,PASIR RIS ST 51,01 TO 03,113.0,Improved,2015,94 years,600000.0,5309.734513274339,524C PASIR RIS ST 51 Singapore,"524C, Pasir Ris Street 51, Pasir Ris, Northeast, 513524, Singapore",1.3706288,103.94756587724135
10024,10025,2020-07,PASIR RIS,5 ROOM,526D,PASIR RIS ST 51,10 TO 12,113.0,Improved,2015,94 years,650000.0,5752.21238938053,526D PASIR RIS ST 51 Singapore,"526D, Pasir Ris Street 51, Pasir Ris, Northeast, 514526, Singapore",1.36880055,103.94740832894584
10025,10026,2020-07,PASIR RIS,5 ROOM,525A,PASIR RIS ST 51,10 TO 12,113.0,Improved,2015,94 years,608000.0,5380.53097345133,525A PASIR RIS ST 51 Singapore,"525A, Pasir Ris Street 51, Pasir Ris, Northeast, 511525, Singapore",1.3692844499999999,103.94718893366309
10026,10027,2020-07,PASIR RIS,5 ROOM,517,PASIR RIS ST 52,13 TO 15,127.0,Improved,1993,72 years 06 months,545000.0,4291.33858267717,517 PASIR RIS ST 52 Singapore,"517, Pasir Ris Street 52, Pasir Ris, Northeast, 510517, Singapore",1.3745443,103.94407120179696
10027,10028,2020-07,PASIR RIS,5 ROOM,517,PASIR RIS ST 52,07 TO 09,129.0,Improved,1993,72 years 05 months,550000.0,4263.56589147287,517 PASIR RIS ST 52 Singapore,"517, Pasir Ris Street 52, Pasir Ris, Northeast, 510517, Singapore",1.3745443,103.94407120179696
10028,10029,2020-07,PASIR RIS,5 ROOM,577,PASIR RIS ST 53,04 TO 06,124.0,Improved,1995,74 years 04 months,555000.0,4475.8064516129,577 PASIR RIS ST 53 Singapore,"577, Pasir Ris Street 53, Pasir Ris, Northeast, 510577, Singapore",1.3734414,103.94684305218121
10029,10030,2020-07,PASIR RIS,5 ROOM,752,PASIR RIS ST 71,04 TO 06,127.0,Improved,1996,75 years 05 months,465000.0,3661.4173228346503,752 PASIR RIS ST 71 Singapore,"752, Pasir Ris Street 71, Pasir Ris, Northeast, 510752, Singapore",1.37777035,103.93438371996642
10030,10031,2020-07,PASIR RIS,5 ROOM,757,PASIR RIS ST 71,10 TO 12,128.0,Improved,1996,75 years 05 months,480000.0,3750.0,757 PASIR RIS ST 71 Singapore,"757, Pasir Ris Street 71, Pasir Ris, Northeast, 510757, Singapore",1.3770563500000002,103.93370824304597
10031,10032,2020-07,PASIR RIS,5 ROOM,740,PASIR RIS ST 71,10 TO 12,127.0,Improved,1996,75 years 02 months,500000.0,3937.00787401575,740 PASIR RIS ST 71 Singapore,"740, Pasir Ris Street 71, Pasir Ris, Northeast, 510740, Singapore",1.37792375,103.93583951246532
10032,10033,2020-07,PASIR RIS,5 ROOM,754,PASIR RIS ST 71,13 TO 15,126.0,Improved,1996,75 years 04 months,515000.0,4087.30158730159,754 PASIR RIS ST 71 Singapore,"754, Pasir Ris Street 71, Pasir Ris, Northeast, 510754, Singapore",1.3773436000000001,103.93421763233499
10033,10034,2020-07,PASIR RIS,5 ROOM,767,PASIR RIS ST 71,13 TO 15,125.0,Improved,1996,75 years 04 months,510000.0,4080.0,767 PASIR RIS ST 71 Singapore,"767, Pasir Ris Street 71, Pasir Ris, Northeast, 510767, Singapore",1.37563435,103.93602792223066
10034,10035,2020-07,PASIR RIS,5 ROOM,721,PASIR RIS ST 72,10 TO 12,124.0,Improved,1996,75 years,545000.0,4395.16129032258,721 PASIR RIS ST 72 Singapore,"721, Pasir Ris Street 72, Pasir Ris, Northeast, 510721, Singapore",1.3813168,103.93649321260237
10035,10036,2020-07,PASIR RIS,EXECUTIVE,607,ELIAS RD,01 TO 03,155.0,Apartment,1995,74 years,615000.0,3967.7419354838703,607 ELIAS RD Singapore,"607, Elias Road, Pasir Ris, Northeast, 510607, Singapore",1.37621805,103.94235008014707
10036,10037,2020-07,PASIR RIS,EXECUTIVE,608,ELIAS RD,16 TO 18,149.0,Apartment,1995,74 years,700000.0,4697.98657718121,608 ELIAS RD Singapore,"608, Elias Road, Pasir Ris, Northeast, 510608, Singapore",1.375868,103.94303728156203
10037,10038,2020-07,PASIR RIS,EXECUTIVE,536,PASIR RIS DR 1,10 TO 12,147.0,Apartment,1992,71 years 05 months,668000.0,4544.21768707483,536 PASIR RIS DR 1 Singapore,"Pasir Ris Drive 1, Pasir Ris, Northeast, 510536, Singapore",1.3705187,103.9493281
10038,10039,2020-07,PASIR RIS,EXECUTIVE,460,PASIR RIS DR 4,07 TO 09,144.0,Apartment,1992,71 years 05 months,685000.0,4756.94444444444,460 PASIR RIS DR 4 Singapore,"460, Pasir Ris Drive 4, Pasir Ris, Northeast, 510460, Singapore",1.3710624500000002,103.9592426
10039,10040,2020-07,PASIR RIS,EXECUTIVE,413,PASIR RIS DR 6,01 TO 03,146.0,Maisonette,1989,68 years 05 months,708000.0,4849.31506849315,413 PASIR RIS DR 6 Singapore,"413, Pasir Ris Drive 6, Pasir Ris, Northeast, 510413, Singapore",1.37271885,103.95552525
10040,10041,2020-07,PASIR RIS,EXECUTIVE,129,PASIR RIS ST 11,04 TO 06,146.0,Maisonette,1988,67 years 04 months,643000.0,4404.1095890411,129 PASIR RIS ST 11 Singapore,"129, Pasir Ris Street 11, Pasir Ris, Northeast, 510129, Singapore",1.3667848,103.95604905599842
10041,10042,2020-07,PASIR RIS,EXECUTIVE,129,PASIR RIS ST 11,04 TO 06,146.0,Maisonette,1988,67 years 04 months,588800.0,4032.8767123287703,129 PASIR RIS ST 11 Singapore,"129, Pasir Ris Street 11, Pasir Ris, Northeast, 510129, Singapore",1.3667848,103.95604905599842
10042,10043,2020-07,PASIR RIS,EXECUTIVE,108,PASIR RIS ST 12,04 TO 06,146.0,Maisonette,1988,67 years 02 months,645000.0,4417.8082191780795,108 PASIR RIS ST 12 Singapore,"108, Pasir Ris Street 12, Pasir Ris, Northeast, 510108, Singapore",1.3675008499999999,103.95705945101432
10043,10044,2020-07,PASIR RIS,EXECUTIVE,240,PASIR RIS ST 21,13 TO 15,147.0,Apartment,1993,72 years 01 month,548000.0,3727.8911564625896,240 PASIR RIS ST 21 Singapore,"240, Pasir Ris Street 21, Pasir Ris, Northeast, 510240, Singapore",1.3733554,103.96273469445441
10044,10045,2020-07,PASIR RIS,EXECUTIVE,220,PASIR RIS ST 21,07 TO 09,148.0,Apartment,1993,72 years 01 month,588888.0,3978.9729729729706,220 PASIR RIS ST 21 Singapore,"220, Pasir Ris Street 21, Pasir Ris, Northeast, 510220, Singapore",1.3698717500000002,103.96166969180207
10045,10046,2020-07,PASIR RIS,EXECUTIVE,236,PASIR RIS ST 21,13 TO 15,146.0,Apartment,1993,72 years 01 month,595000.0,4075.3424657534206,236 PASIR RIS ST 21 Singapore,"236, Pasir Ris Street 21, Pasir Ris, Northeast, 510236, Singapore",1.37417975,103.96250814512575
10046,10047,2020-07,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,07 TO 09,149.0,Apartment,1993,72 years,620000.0,4161.07382550336,224 PASIR RIS ST 21 Singapore,"224, Pasir Ris Street 21, Pasir Ris, Northeast, 510224, Singapore",1.3707500499999998,103.96097199851263
10047,10048,2020-07,PASIR RIS,EXECUTIVE,208,PASIR RIS ST 21,07 TO 09,147.0,Apartment,1993,72 years 02 months,560000.0,3809.5238095238105,208 PASIR RIS ST 21 Singapore,"208, Pasir Ris Street 21, Pasir Ris, Northeast, 510208, Singapore",1.3662779999999999,103.96190701399215
10048,10049,2020-07,PASIR RIS,EXECUTIVE,269,PASIR RIS ST 21,04 TO 06,145.0,Apartment,1994,73 years 03 months,520000.0,3586.2068965517205,269 PASIR RIS ST 21 Singapore,"269, Pasir Ris Street 21, Pasir Ris, Northeast, 510269, Singapore",1.3653214999999999,103.96365230237183
10049,10050,2020-07,PASIR RIS,EXECUTIVE,506,PASIR RIS ST 52,13 TO 15,146.0,Apartment,1993,72 years 03 months,680000.0,4657.53424657534,506 PASIR RIS ST 52 Singapore,"506, Pasir Ris Street 52, Pasir Ris, Northeast, 510506, Singapore",1.3768774499999998,103.94500414103697
10050,10051,2020-07,PASIR RIS,EXECUTIVE,779,PASIR RIS ST 71,04 TO 06,143.0,Apartment,1996,75 years 02 months,615000.0,4300.6993006993,779 PASIR RIS ST 71 Singapore,"779, Pasir Ris Street 71, Pasir Ris, Northeast, 510719, Singapore",1.3739872499999999,103.93803596681046
10051,10052,2020-07,PUNGGOL,2 ROOM,672A,EDGEFIELD PLAINS,10 TO 12,44.0,Model A,2015,94 years 06 months,230000.0,5227.27272727273,672A EDGEFIELD PLAINS Singapore,"Waterway Banks, 672A, Edgefield Plains, Punggol, Northeast, 821672, Singapore",1.40645615,103.9126800875
10052,10053,2020-07,PUNGGOL,2 ROOM,672A,EDGEFIELD PLAINS,04 TO 06,44.0,Model A,2015,94 years 05 months,230000.0,5227.27272727273,672A EDGEFIELD PLAINS Singapore,"Waterway Banks, 672A, Edgefield Plains, Punggol, Northeast, 821672, Singapore",1.40645615,103.9126800875
10053,10054,2020-07,PUNGGOL,2 ROOM,672B,EDGEFIELD PLAINS,10 TO 12,44.0,Model A,2015,94 years 05 months,235000.0,5340.90909090909,672B EDGEFIELD PLAINS Singapore,"Waterway Banks, 672B, Edgefield Plains, Punggol, Northeast, 822672, Singapore",1.40669645,103.91245705649695
10054,10055,2020-07,PUNGGOL,2 ROOM,672C,EDGEFIELD PLAINS,07 TO 09,44.0,Model A,2015,94 years 05 months,255000.0,5795.45454545455,672C EDGEFIELD PLAINS Singapore,"672C, Edgefield Plains, Punggol, Northeast, 823672, Singapore",1.40742455,103.91124209112276
