left,top,right,bottom,id
104.0856945344900026,1.4120660897019899,104.1056945344899987,1.3920660897019899,"388"
103.7656945344899952,1.4120660897019899,103.7856945344899913,1.3920660897019899,"132"
104.0856945344900026,1.3920660897019899,104.1056945344899987,1.3720660897019898,"389"
103.7656945344899952,1.3920660897019899,103.7856945344899913,1.3720660897019898,"133"
103.7656945344899952,1.4520660897019899,103.7856945344899913,1.4320660897019899,"130"
103.7656945344899952,1.4320660897019899,103.7856945344899913,1.4120660897019899,"131"
103.7656945344899952,1.4720660897019899,103.7856945344899913,1.4520660897019899,"129"
103.7856945344900055,1.2120660897019899,103.8056945344900015,1.1920660897019899,"158"
103.7856945344900055,1.1920660897019899,103.8056945344900015,1.1720660897019899,"159"
103.7856945344900055,1.2320660897019899,103.8056945344900015,1.2120660897019899,"157"
103.7856945344900055,1.2920660897019900,103.8056945344900015,1.2720660897019900,"154"
103.7856945344900055,1.2720660897019900,103.8056945344900015,1.2520660897019900,"155"
103.7856945344900055,1.3320660897019900,103.8056945344900015,1.3120660897019900,"152"
103.7856945344900055,1.3120660897019900,103.8056945344900015,1.2920660897019900,"153"
103.7856945344900055,1.3720660897019898,103.8056945344900015,1.3520660897019898,"150"
103.7856945344900055,1.3520660897019900,103.8056945344900015,1.3320660897019900,"151"
103.7856945344900055,1.4120660897019899,103.8056945344900015,1.3920660897019899,"148"
103.7856945344900055,1.3920660897019899,103.8056945344900015,1.3720660897019898,"149"
103.7856945344900055,1.4520660897019899,103.8056945344900015,1.4320660897019899,"146"
103.7856945344900055,1.4320660897019899,103.8056945344900015,1.4120660897019899,"147"
103.7856945344900055,1.4720660897019899,103.8056945344900015,1.4520660897019899,"145"
103.8056945344900015,1.2520660897019900,103.8256945344899975,1.2320660897019899,"172"
103.8056945344900015,1.2920660897019900,103.8256945344899975,1.2720660897019900,"170"
103.8056945344900015,1.2720660897019900,103.8256945344899975,1.2520660897019900,"171"
103.8056945344900015,1.3320660897019900,103.8256945344899975,1.3120660897019900,"168"
103.8056945344900015,1.3120660897019900,103.8256945344899975,1.2920660897019900,"169"
103.8056945344900015,1.3720660897019898,103.8256945344899975,1.3520660897019898,"166"
103.8056945344900015,1.3520660897019900,103.8256945344899975,1.3320660897019900,"167"
103.8056945344900015,1.4120660897019899,103.8256945344899975,1.3920660897019899,"164"
103.8056945344900015,1.3920660897019899,103.8256945344899975,1.3720660897019898,"165"
103.8056945344900015,1.4520660897019899,103.8256945344899975,1.4320660897019899,"162"
103.8056945344900015,1.4320660897019899,103.8256945344899975,1.4120660897019899,"163"
103.8056945344900015,1.4720660897019899,103.8256945344899975,1.4520660897019899,"161"
103.8256945344899975,1.2520660897019900,103.8456945344899935,1.2320660897019899,"188"
103.8256945344899975,1.2320660897019899,103.8456945344899935,1.2120660897019899,"189"
103.8256945344899975,1.2920660897019900,103.8456945344899935,1.2720660897019900,"186"
103.8256945344899975,1.2720660897019900,103.8456945344899935,1.2520660897019900,"187"
103.8256945344899975,1.3320660897019900,103.8456945344899935,1.3120660897019900,"184"
103.8256945344899975,1.3120660897019900,103.8456945344899935,1.2920660897019900,"185"
103.8256945344899975,1.3720660897019898,103.8456945344899935,1.3520660897019898,"182"
103.8256945344899975,1.3520660897019900,103.8456945344899935,1.3320660897019900,"183"
103.8256945344899975,1.4120660897019899,103.8456945344899935,1.3920660897019899,"180"
103.8256945344899975,1.3920660897019899,103.8456945344899935,1.3720660897019898,"181"
103.8256945344899975,1.4520660897019899,103.8456945344899935,1.4320660897019899,"178"
103.8256945344899975,1.4320660897019899,103.8456945344899935,1.4120660897019899,"179"
103.8256945344899975,1.4720660897019899,103.8456945344899935,1.4520660897019899,"177"
103.8456945344899935,1.2520660897019900,103.8656945344899896,1.2320660897019899,"204"
103.8456945344899935,1.2320660897019899,103.8656945344899896,1.2120660897019899,"205"
103.8456945344899935,1.2920660897019900,103.8656945344899896,1.2720660897019900,"202"
103.8456945344899935,1.2720660897019900,103.8656945344899896,1.2520660897019900,"203"
103.8456945344899935,1.3320660897019900,103.8656945344899896,1.3120660897019900,"200"
103.8456945344899935,1.3120660897019900,103.8656945344899896,1.2920660897019900,"201"
103.8456945344899935,1.3720660897019898,103.8656945344899896,1.3520660897019898,"198"
103.8456945344899935,1.3520660897019900,103.8656945344899896,1.3320660897019900,"199"
103.8456945344899935,1.4120660897019899,103.8656945344899896,1.3920660897019899,"196"
103.8456945344899935,1.3920660897019899,103.8656945344899896,1.3720660897019898,"197"
103.8456945344899935,1.4520660897019899,103.8656945344899896,1.4320660897019899,"194"
103.8456945344899935,1.4320660897019899,103.8656945344899896,1.4120660897019899,"195"
103.8456945344899935,1.4720660897019899,103.8656945344899896,1.4520660897019899,"193"
103.8656945344900038,1.2920660897019900,103.8856945344899998,1.2720660897019900,"218"
103.8656945344900038,1.2720660897019900,103.8856945344899998,1.2520660897019900,"219"
103.8656945344900038,1.3320660897019900,103.8856945344899998,1.3120660897019900,"216"
103.8656945344900038,1.3120660897019900,103.8856945344899998,1.2920660897019900,"217"
103.8656945344900038,1.3720660897019898,103.8856945344899998,1.3520660897019898,"214"
103.8656945344900038,1.3520660897019900,103.8856945344899998,1.3320660897019900,"215"
103.8656945344900038,1.4120660897019899,103.8856945344899998,1.3920660897019899,"212"
103.8656945344900038,1.3920660897019899,103.8856945344899998,1.3720660897019898,"213"
103.8656945344900038,1.4520660897019899,103.8856945344899998,1.4320660897019899,"210"
103.8656945344900038,1.4320660897019899,103.8856945344899998,1.4120660897019899,"211"
103.8856945344899998,1.2920660897019900,103.9056945344899958,1.2720660897019900,"234"
103.8856945344899998,1.3320660897019900,103.9056945344899958,1.3120660897019900,"232"
103.8856945344899998,1.3120660897019900,103.9056945344899958,1.2920660897019900,"233"
103.8856945344899998,1.3720660897019898,103.9056945344899958,1.3520660897019898,"230"
103.8856945344899998,1.3520660897019900,103.9056945344899958,1.3320660897019900,"231"
103.8856945344899998,1.4120660897019899,103.9056945344899958,1.3920660897019899,"228"
103.8856945344899998,1.3920660897019899,103.9056945344899958,1.3720660897019898,"229"
103.8856945344899998,1.4320660897019899,103.9056945344899958,1.4120660897019899,"227"
103.9056945344899958,1.3320660897019900,103.9256945344899918,1.3120660897019900,"248"
103.9056945344899958,1.3120660897019900,103.9256945344899918,1.2920660897019900,"249"
103.9056945344899958,1.3720660897019898,103.9256945344899918,1.3520660897019898,"246"
103.9056945344899958,1.3520660897019900,103.9256945344899918,1.3320660897019900,"247"
103.9056945344899958,1.4120660897019899,103.9256945344899918,1.3920660897019899,"244"
103.9056945344899958,1.3920660897019899,103.9256945344899918,1.3720660897019898,"245"
103.9056945344899958,1.4320660897019899,103.9256945344899918,1.4120660897019899,"243"
103.6056945344899987,1.2520660897019900,103.6256945344899947,1.2320660897019899,"12"
103.6056945344899987,1.2320660897019899,103.6256945344899947,1.2120660897019899,"13"
103.6056945344899987,1.2920660897019900,103.6256945344899947,1.2720660897019900,"10"
103.9256945344899918,1.3320660897019900,103.9456945344899879,1.3120660897019900,"264"
103.6056945344899987,1.2720660897019900,103.6256945344899947,1.2520660897019900,"11"
103.9256945344899918,1.3120660897019900,103.9456945344899879,1.2920660897019900,"265"
103.6056945344899987,1.3320660897019900,103.6256945344899947,1.3120660897019900,"8"
103.9256945344899918,1.3720660897019898,103.9456945344899879,1.3520660897019898,"262"
103.6056945344899987,1.3120660897019900,103.6256945344899947,1.2920660897019900,"9"
103.9256945344899918,1.3520660897019900,103.9456945344899879,1.3320660897019900,"263"
103.9256945344899918,1.4120660897019899,103.9456945344899879,1.3920660897019899,"260"
103.9256945344899918,1.3920660897019899,103.9456945344899879,1.3720660897019898,"261"
103.9256945344899918,1.4320660897019899,103.9456945344899879,1.4120660897019899,"259"
103.6256945344899947,1.2520660897019900,103.6456945344899907,1.2320660897019899,"28"
103.6256945344899947,1.2920660897019900,103.6456945344899907,1.2720660897019900,"26"
103.9456945344900021,1.3320660897019900,103.9656945344899981,1.3120660897019900,"280"
103.6256945344899947,1.2720660897019900,103.6456945344899907,1.2520660897019900,"27"
103.6256945344899947,1.3320660897019900,103.6456945344899907,1.3120660897019900,"24"
103.9456945344900021,1.3120660897019900,103.9656945344899981,1.2920660897019900,"281"
103.9456945344900021,1.3720660897019898,103.9656945344899981,1.3520660897019898,"278"
103.6256945344899947,1.3120660897019900,103.6456945344899907,1.2920660897019900,"25"
103.9456945344900021,1.3520660897019900,103.9656945344899981,1.3320660897019900,"279"
103.6256945344899947,1.3720660897019898,103.6456945344899907,1.3520660897019898,"22"
103.9456945344900021,1.4120660897019899,103.9656945344899981,1.3920660897019899,"276"
103.6256945344899947,1.3520660897019900,103.6456945344899907,1.3320660897019900,"23"
103.9456945344900021,1.3920660897019899,103.9656945344899981,1.3720660897019898,"277"
103.9456945344900021,1.4320660897019899,103.9656945344899981,1.4120660897019899,"275"
103.6456945344900049,1.2520660897019900,103.6656945344900009,1.2320660897019899,"44"
103.6456945344900049,1.2920660897019900,103.6656945344900009,1.2720660897019900,"42"
103.9656945344899981,1.3320660897019900,103.9856945344899941,1.3120660897019900,"296"
103.6456945344900049,1.2720660897019900,103.6656945344900009,1.2520660897019900,"43"
103.9656945344899981,1.3120660897019900,103.9856945344899941,1.2920660897019900,"297"
103.6456945344900049,1.3320660897019900,103.6656945344900009,1.3120660897019900,"40"
103.9656945344899981,1.3720660897019898,103.9856945344899941,1.3520660897019898,"294"
103.6456945344900049,1.3120660897019900,103.6656945344900009,1.2920660897019900,"41"
103.9656945344899981,1.3520660897019900,103.9856945344899941,1.3320660897019900,"295"
103.6456945344900049,1.3720660897019898,103.6656945344900009,1.3520660897019898,"38"
103.6456945344900049,1.3520660897019900,103.6656945344900009,1.3320660897019900,"39"
103.9656945344899981,1.4120660897019899,103.9856945344899941,1.3920660897019899,"292"
103.9656945344899981,1.3920660897019899,103.9856945344899941,1.3720660897019898,"293"
103.6456945344900049,1.4120660897019899,103.6656945344900009,1.3920660897019899,"36"
103.6456945344900049,1.3920660897019899,103.6656945344900009,1.3720660897019898,"37"
103.9656945344899981,1.4320660897019899,103.9856945344899941,1.4120660897019899,"291"
103.6656945344900009,1.2520660897019900,103.6856945344899970,1.2320660897019899,"60"
103.6656945344900009,1.2320660897019899,103.6856945344899970,1.2120660897019899,"61"
103.6656945344900009,1.2920660897019900,103.6856945344899970,1.2720660897019900,"58"
103.9856945344899941,1.3320660897019900,104.0056945344899901,1.3120660897019900,"312"
103.6656945344900009,1.2720660897019900,103.6856945344899970,1.2520660897019900,"59"
103.9856945344899941,1.3120660897019900,104.0056945344899901,1.2920660897019900,"313"
103.6656945344900009,1.3320660897019900,103.6856945344899970,1.3120660897019900,"56"
103.9856945344899941,1.3720660897019898,104.0056945344899901,1.3520660897019898,"310"
103.6656945344900009,1.3120660897019900,103.6856945344899970,1.2920660897019900,"57"
103.9856945344899941,1.3520660897019900,104.0056945344899901,1.3320660897019900,"311"
103.6656945344900009,1.3720660897019898,103.6856945344899970,1.3520660897019898,"54"
103.6656945344900009,1.3520660897019900,103.6856945344899970,1.3320660897019900,"55"
103.9856945344899941,1.4120660897019899,104.0056945344899901,1.3920660897019899,"308"
103.9856945344899941,1.3920660897019899,104.0056945344899901,1.3720660897019898,"309"
103.6656945344900009,1.4120660897019899,103.6856945344899970,1.3920660897019899,"52"
103.6656945344900009,1.3920660897019899,103.6856945344899970,1.3720660897019898,"53"
103.9856945344899941,1.4320660897019899,104.0056945344899901,1.4120660897019899,"307"
103.6656945344900009,1.4520660897019899,103.6856945344899970,1.4320660897019899,"50"
103.6656945344900009,1.4320660897019899,103.6856945344899970,1.4120660897019899,"51"
103.6856945344899970,1.2520660897019900,103.7056945344899930,1.2320660897019899,"76"
103.6856945344899970,1.2320660897019899,103.7056945344899930,1.2120660897019899,"77"
103.6856945344899970,1.2920660897019900,103.7056945344899930,1.2720660897019900,"74"
